x	y	t	id	label	task_id
245	539	0	7	M	0
93	263	200	6	A	0
108	88	400	4	T	0
122	49	600	4	T	1
176	46	800	4	T	1
104	61	1000	4	T	1
472	51	1200	5	L	0
573	91	1400	5	L	0
106	191	1600	6	A	0
87	279	1800	6	A	0
83	418	2000	6	A	0
90	467	2200	6	A	0
90	774	2400	6	A	0
90	747	2600	6	A	0
306	757	2800	7	M	0
234	112	3000	6	A	0
128	41	3200	4	T	1
158	34	3400	4	T	1
158	53	3600	4	T	1
377	240	3800	7	M	0
350	152	4000	7	M	0
316	150	4200	0	Z	0
333	643	4400	7	M	0
321	762	4600	7	M	0
180	135	4800	6	A	0
231	69	5000	4	T	0
98	52	5200	4	T	1
137	20	5400	4	T	0
157	196	5600	7	M	0
141	32	5800	4	T	1
346	132	6000	6	A	0
311	143	6200	6	A	0
140	37	6400	4	T	1
271	768	6600	7	M	0
313	761	6800	7	M	0
95	751	7000	6	A	0
257	761	7200	7	M	0
294	764	7400	7	M	0
303	751	7600	7	M	0
78	746	7800	6	A	1
277	754	8000	7	M	0
311	758	8200	7	M	0
337	753	8400	7	M	0
303	767	8600	7	M	0
76	764	8800	6	A	0
276	569	9000	7	M	0
