RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
9	1	630	274
176	2	612	291
443	3	573	145
1076	4	438	78
1309	5	450	72
1943	6	192	57
2126	7	84	72
2326	8	93	86
2526	9	525	70
2843	10	564	55
3043	11	436	41
3343	12	472	59
3893	13	598	63
4409	14	628	140
4893	15	124	182
5059	16	77	181
5292	17	88	247
5626	18	85	359
5826	19	75	338
6126	20	77	462
6376	21	84	537
6792	22	79	585
7176	23	78	673
7592	24	72	765
7976	25	72	838
8292	26	58	791
8659	27	49	724
8742	28	66	683
8992	29	54	660
9242	30	57	607
9592	31	80	593
9892	32	77	584
10025	33	93	559
10459	34	78	540
10925	35	74	492
11309	36	68	408
11559	37	80	386
11642	38	79	394
11825	39	70	361
11992	40	77	320
12425	41	67	238
12692	42	71	189
12992	43	88	325
13725	44	97	236
13975	45	77	167
14125	46	97	184
14409	47	193	69
14625	48	317	361
15192	49	76	652
15492	50	68	709
15892	51	54	779
16292	52	64	752
16592	53	62	750
16759	54	296	734
17225	55	321	115
17675	56	337	144
17758	57	318	109
17975	58	313	751
18492	59	321	165
18725	60	335	164
18842	61	246	71
19159	62	344	123
19692	63	119	158
19842	64	115	76
20059	65	473	69
20359	66	255	64
Duration	20726
