RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
37	1	333	233
437	2	337	254
653	3	335	458
853	4	332	503
1020	5	724	359
1187	6	763	341
1420	7	758	316
1620	8	685	251
2053	9	600	255
2553	10	63	73
2803	11	42	100
3170	12	105	111
3470	13	95	104
3653	14	175	276
4020	15	135	396
4153	16	181	436
4270	17	160	446
4503	18	176	271
4920	19	109	95
5153	20	41	68
5336	21	152	115
5653	22	684	327
5870	23	649	346
6320	24	744	355
6436	25	769	331
6769	26	683	431
7136	27	696	235
7503	28	711	273
7603	29	811	413
7803	30	835	384
7986	31	872	431
8253	32	822	465
8403	33	846	542
8669	34	868	397
9020	35	661	380
9170	36	634	358
9303	37	537	382
9519	38	532	318
9653	39	690	413
10269	40	766	368
11086	41	689	407
11436	42	405	122
11553	43	226	47
11836	44	665	260
12036	45	711	226
12169	46	626	340
12469	47	557	348
Duration	12736
