RecordingTimestamp	FixationIndex	FixationPointX (MCSpx)	FixationPointY (MCSpx)
33	1	203	341
317	2	259	343
617	3	283	134
767	4	312	74
917	5	576	109
1250	6	119	329
1450	7	66	335
1716	8	55	380
1883	9	50	444
2167	10	58	522
2383	11	50	610
2500	12	60	581
2783	13	141	583
3217	14	268	582
3633	15	257	589
3800	16	386	597
4200	17	507	616
4600	18	631	617
5700	19	637	592
5900	20	583	150
6050	21	611	67
6166	22	628	35
6416	23	615	245
6616	24	625	312
6750	25	637	275
7100	26	610	283
7500	27	279	262
7666	28	239	253
7833	29	309	266
7983	30	643	299
8516	31	627	348
Duration	8743
