x	y	id	label	task_id
1	50	0	Z	0
152	88	4	T	0
373	66	5	L	0
95	26	4	T	1
521	41	5	L	0
178	131	6	A	0
62	308	6	A	0
91	291	6	A	0
50	302	6	A	0
89	291	6	A	0
76	279	6	A	0
63	596	6	A	0
58	285	6	A	0
95	301	6	A	0
69	302	6	A	0
311	431	7	M	0
589	518	7	M	0
602	577	7	M	0
623	724	7	M	0
967	709	7	M	0
87	167	6	A	0
93	314	6	A	0
73	307	6	A	0
60	303	6	A	0
52	289	6	A	0
84	283	6	A	0
56	289	6	A	0
50	297	6	A	0
91	318	6	A	0
70	305	6	A	0
360	554	7	M	0
645	714	7	M	0
627	716	7	M	0
634	693	7	M	0
616	711	7	M	0
92	392	6	A	0
33	908	0	Z	0
80	362	6	A	0
93	330	6	A	0
80	909	0	Z	0
62	276	6	A	0
74	596	6	A	0
50	292	6	A	0
51	555	6	A	0
96	307	6	A	0
18	397	6	A	0
158	331	7	M	0
176	366	7	M	0
151	751	6	A	0
168	340	7	M	0
62	316	6	A	0
68	557	6	A	0
59	276	6	A	0
78	557	6	A	0
89	293	6	A	0
85	300	6	A	0
173	569	7	M	0
97	313	6	A	0
148	582	6	A	0
67	283	6	A	0
635	202	7	M	2
674	161	7	M	0
621	225	7	M	0
651	179	7	M	0
634	215	7	M	0
614	156	7	M	2
666	175	7	M	2
637	354	7	M	0
617	216	7	M	0
617	218	7	M	0
645	177	7	M	0
696	202	7	M	0
663	226	7	M	0
601	204	7	M	2
620	190	7	M	0
610	164	7	M	2
642	194	7	M	0
662	439	7	M	0
631	196	7	M	2
608	214	7	M	2
70	309	6	A	0
189	594	7	M	0
65	285	6	A	0
154	553	0	Z	0
57	301	6	A	0
79	294	6	A	0
81	164	6	A	2
54	317	6	A	0
71	150	6	A	0
89	299	6	A	0
161	183	7	M	0
436	164	7	M	0
61	322	6	A	0
172	256	7	M	0
197	381	7	M	0
58	308	6	A	0
98	276	6	A	0
74	279	6	A	0
59	314	6	A	0
72	283	6	A	0
