x	y	id	label	task_id
277	366	6	A	0
358	818	6	A	0
351	78	4	T	0
289	90	4	T	0
176	731	6	A	0
683	169	7	M	0
922	190	7	M	0
432	126	6	A	0
906	189	7	M	0
596	168	7	M	0
948	150	6	A	0
942	165	7	M	0
930	173	7	M	0
925	167	7	M	0
926	187	7	M	0
919	149	6	A	0
904	186	7	M	0
915	165	7	M	0
901	193	7	M	0
919	184	7	M	0
592	162	7	M	0
927	182	7	M	0
557	167	7	M	0
943	172	7	M	0
585	184	7	M	0
906	150	6	A	0
922	175	7	M	0
918	183	7	M	0
936	183	7	M	0
939	180	7	M	0
918	151	6	A	0
630	172	7	M	0
906	153	0	Z	0
933	157	7	M	0
924	167	7	M	0
943	173	7	M	0
902	153	0	Z	0
921	181	7	M	0
932	156	7	M	0
905	164	7	M	0
916	162	7	M	0
905	169	7	M	0
919	150	6	A	0
903	155	7	M	0
947	166	7	M	0
539	233	7	M	0
576	586	7	M	0
588	215	7	M	0
563	468	7	M	0
509	402	7	M	0
