DTW_A,DTW_B,DTW_C,LEV_A,LEV_B,LEV_C,SS_A,SS_B,SS_C
16770.871732718384,20935.170631189194,19583.37400756752,85,100,140,0.07563025210084033,0.09183673469387756,0.02027027027027027
29759.159556067632,37214.952732402846,23024.29906283068,163,231,133,0.04,0.06164383561643835,0.12
35216.93722238817,23107.526770222255,10285.668847062176,167,154,53,0.038135593220338986,0.0449438202247191,0.11688311688311688
16173.251350312432,43678.913527585835,4442.849297323143,86,243,20,0.14583333333333334,0.12280701754385964,0.19047619047619047
33851.66772847388,15260.515758355199,32091.567763421208,199,83,206,0.1590909090909091,0.08256880733944955,0.11392405063291139
28785.978835429694,42512.72143611346,46922.32112463637,150,274,261,0.18,0.06474820143884892,0.0989010989010989
85423.17035722731,53235.48121206762,22961.76987528312,479,340,152,0.2,0.07258064516129033,0.21212121212121213
79636.65517990982,27330.137401752356,19902.21921512694,454,179,137,0.08333333333333333,0.09411764705882353,0.12962962962962962
20371.998064264764,50864.471847203014,9709.687619495733,124,262,69,0.027692307692307693,0.06923076923076923,0.04455445544554455
115334.98351232665,47681.740425130716,21135.76780463705,632,299,93,0.10144927536231885,0.052941176470588235,0.2
57676.41856871978,41895.14785229605,18344.41783107785,279,201,80,0.1,0.16666666666666666,0.4666666666666667
16273.189280995297,43012.63823503139,28749.109195852532,74,260,164,0.04242424242424243,0.06474820143884892,0.07207207207207207
40286.11822740365,24120.206970283212,8829.133094735149,220,156,73,0.036290322580645164,0.10588235294117647,0.09090909090909091
64466.984947131124,56586.14056257333,166699.54181069694,432,323,870,0.0963855421686747,0.056962025316455694,0.06474820143884892
54658.76693046242,5510.568875310428,72954.94267491737,313,31,386,0.060810810810810814,0.14583333333333334,0.1875
14668.953744498658,8364.442181677427,29744.439330306315,75,64,180,0.08791208791208792,0.1568627450980392,0.08433734939759036
20943.32388736859,17798.05695451844,18371.4944313894,126,83,89,0.125,0.2,0.3125
17261.64740025984,11751.246359714472,9496.538244091367,88,88,39,0.08333333333333333,0.16666666666666666,0.30434782608695654
21121.207176319025,8369.463404304834,7113.7711512526785,101,62,33,0.12121212121212122,0.25,0.25
18616.902787619965,6561.953225538686,15235.195449123692,76,40,78,0.12162162162162163,0.1724137931034483,0.09
19207.06727814587,23169.779513057878,15365.097047815138,108,160,58,0.3333333333333333,0.21052631578947367,0.17307692307692307
17397.04862062167,2233.893368110251,24694.211522191537,115,12,121,0.19047619047619047,0.3,0.10227272727272728
26067.808235755707,6410.245354309514,4378.946029818536,141,45,25,0.08974358974358974,0.09090909090909091,0.11538461538461539
13577.539170797754,25090.981165746285,10982.900930439288,68,179,50,0.125,0.13114754098360656,0.3333333333333333
