x	y	id	label	task_id
37	74	4	T	1
192	54	4	T	1
392	71	5	L	0
89	10	4	T	0
531	41	5	L	0
529	159	7	M	0
942	163	7	M	0
179	172	7	M	0
499	178	7	M	0
650	146	6	A	0
926	179	7	M	0
461	157	7	M	0
921	157	7	M	0
474	147	0	Z	0
943	165	7	M	0
903	146	6	A	0
489	173	7	M	0
937	181	7	M	0
457	148	0	Z	0
936	147	6	A	0
938	166	7	M	0
515	173	7	M	0
902	96	0	Z	0
536	176	7	M	0
770	135	6	A	0
911	176	7	M	0
520	165	7	M	0
643	169	7	M	2
484	159	7	M	0
900	155	7	M	0
945	150	7	M	0
522	138	6	A	0
921	162	7	M	0
512	138	6	A	0
949	163	7	M	0
138	130	0	Z	0
389	123	6	A	0
275	175	7	M	0
376	110	6	A	0
354	92	0	Z	0
352	133	6	A	0
61	112	0	Z	0
386	126	6	A	0
377	123	6	A	0
368	110	6	A	0
388	120	6	A	0
387	108	6	A	0
381	92	5	L	0
357	117	6	A	0
356	107	6	A	0
352	788	7	M	0
350	537	7	M	0
93	122	0	Z	0
368	800	7	M	0
392	822	7	M	0
979	150	7	M	0
272	507	7	M	0
929	176	7	M	0
560	508	7	M	0
646	173	7	M	2
109	313	6	A	0
353	223	7	M	0
111	787	6	A	0
66	299	6	A	0
86	215	6	A	0
71	131	0	Z	0
88	825	6	A	0
510	293	7	M	0
64	302	6	A	0
85	149	0	Z	0
90	289	6	A	0
93	111	0	Z	0
379	122	6	A	0
82	175	6	A	2
67	106	0	Z	0
623	177	7	M	0
944	161	7	M	0
592	153	7	M	2
920	165	7	M	0
571	150	0	Z	0
648	213	7	M	0
644	147	0	Z	0
690	156	7	M	0
615	139	6	A	0
692	160	7	M	0
947	155	7	M	0
576	142	6	A	0
915	179	7	M	0
577	155	7	M	2
942	148	0	Z	0
59	319	6	A	0
73	117	0	Z	0
385	91	5	L	0
58	105	0	Z	0
359	100	0	Z	0
688	183	7	M	0
621	157	7	M	2
682	139	6	A	0
620	168	7	M	2
675	182	7	M	0
