x	y	id	label	task_id
66	208	6	A	2
81	34	4	T	1
23	788	6	A	0
59	809	6	A	0
97	622	6	A	0
164	481	7	M	0
130	477	6	A	0
74	759	6	A	0
151	121	6	A	0
146	468	6	A	0
313	573	7	M	0
534	619	7	M	0
337	580	7	M	0
357	627	7	M	0
334	153	7	M	0
304	412	7	M	0
66	160	6	A	2
269	413	7	M	0
291	138	6	A	0
204	591	7	M	0
179	95	4	T	0
232	499	7	M	0
210	423	7	M	0
200	94	4	T	0
205	123	6	A	0
200	116	6	A	0
782	101	0	Z	0
217	136	6	A	0
309	98	0	Z	0
155	378	0	Z	0
195	687	7	M	0
772	93	0	Z	0
236	134	6	A	0
253	258	7	M	0
287	137	6	A	0
183	123	6	A	0
250	115	6	A	0
234	679	7	M	0
278	165	7	M	0
151	414	6	A	0
230	119	6	A	0
124	92	4	T	0
275	167	7	M	0
280	339	7	M	0
257	143	6	A	0
150	103	0	Z	0
255	109	6	A	0
295	262	7	M	0
251	170	7	M	0
252	113	6	A	0
