x	y	id	label	task_id
215	465	6	A	0
263	69	4	T	0
124	23	4	T	1
293	475	6	A	0
43	32	4	T	1
443	153	7	M	0
628	141	6	A	0
633	154	7	M	0
635	142	6	A	0
616	124	6	A	0
643	143	0	Z	0
638	137	6	A	0
635	141	6	A	0
627	132	6	A	0
603	142	6	A	0
526	194	7	M	0
965	602	7	M	0
677	620	7	M	0
642	609	7	M	0
526	139	6	A	0
786	142	6	A	0
134	155	6	A	2
395	145	0	Z	0
132	140	0	Z	0
557	181	7	M	0
149	168	6	A	2
554	146	0	Z	0
386	689	7	M	0
92	144	6	A	0
360	153	7	M	0
580	131	6	A	0
352	86	4	T	0
589	132	6	A	0
599	158	7	M	0
582	126	6	A	0
558	132	6	A	0
368	132	6	A	0
279	146	6	A	0
563	121	6	A	0
382	118	6	A	0
580	137	6	A	0
254	178	6	A	2
583	91	0	Z	0
597	120	6	A	0
351	105	6	A	0
365	89	0	Z	0
567	122	6	A	0
384	120	6	A	0
578	133	6	A	0
354	112	6	A	0
