user,index,x,y
0,0,51,240
0,1,55,21
0,2,10,200
0,3,79,72
0,4,17,841
0,5,431,115
0,6,539,179
0,7,788,143
0,8,580,151
0,9,943,156
0,10,650,181
0,11,459,175
0,12,903,167
0,13,543,162
0,14,901,164
0,15,511,199
0,16,120,172
0,17,282,146
0,18,142,478
0,19,290,191
0,20,661,184
0,21,386,205
0,22,349,476
0,23,508,185
0,24,329,222
0,25,105,214
0,26,250,158
0,27,526,203
0,28,104,182
0,29,251,183
0,30,692,479
0,31,607,181
0,32,664,214
0,33,625,189
0,34,687,224
0,35,106,148
0,36,269,154
0,37,275,147
0,38,515,161
0,39,282,190
0,40,142,154
0,41,287,161
0,42,134,167
0,43,293,815
0,44,100,426
0,45,621,200
0,46,604,214
0,47,679,187
0,48,632,149
0,49,602,236
1,0,95,22
1,1,62,167
1,2,62,40
1,3,75,855
1,4,108,809
1,5,536,103
1,6,763,140
1,7,580,155
1,8,910,174
1,9,88,187
1,10,707,165
1,11,511,175
1,12,662,217
1,13,693,175
1,14,628,159
1,15,430,148
1,16,290,448
1,17,256,572
1,18,509,575
1,19,533,537
1,20,177,209
1,21,516,229
1,22,124,232
1,23,66,191
1,24,79,149
1,25,147,149
1,26,272,183
1,27,521,479
1,28,95,413
1,29,94,168
1,30,133,162
1,31,270,99
1,32,137,214
1,33,265,186
1,34,543,229
1,35,75,155
1,36,143,188
1,37,296,170
1,38,518,825
1,39,163,190
1,40,158,416
1,41,182,183
1,42,171,240
1,43,197,171
1,44,256,204
1,45,154,185
1,46,151,172
1,47,293,217
1,48,131,172
1,49,254,353
2,0,97,239
2,1,87,9
2,2,12,830
2,3,78,856
2,4,90,549
2,5,504,181
2,6,791,139
2,7,537,191
2,8,911,153
2,9,534,190
2,10,546,150
2,11,538,176
2,12,521,156
2,13,526,155
2,14,545,164
2,15,504,170
2,16,625,176
2,17,523,180
2,18,617,166
2,19,509,173
2,20,511,148
2,21,788,189
2,22,339,186
2,23,509,170
2,24,946,161
2,25,465,177
2,26,943,147
2,27,548,152
2,28,932,182
2,29,519,169
2,30,644,219
2,31,669,200
2,32,685,179
2,33,619,192
2,34,679,171
2,35,12,236
2,36,66,157
2,37,298,168
2,38,122,231
2,39,261,116
2,40,107,148
2,41,255,107
2,42,113,192
2,43,278,124
2,44,122,432
2,45,85,182
2,46,256,183
2,47,61,242
2,48,278,162
2,49,118,227
3,0,51,1
3,1,197,827
3,2,181,309
3,3,294,543
3,4,155,912
3,5,426,143
3,6,544,169
3,7,797,146
3,8,489,153
3,9,938,182
3,10,638,168
3,11,642,148
3,12,634,172
3,13,632,168
