user,index,x,y
0,0,81,28
0,1,34,186
0,2,74,48
0,3,37,802
0,4,90,782
0,5,446,105
0,6,531,162
0,7,691,152
0,8,918,167
0,9,167,164
0,10,641,139
0,11,933,178
0,12,452,153
0,13,625,150
0,14,902,137
0,15,943,151
0,16,645,155
0,17,908,147
0,18,612,150
0,19,935,177
0,20,948,155
0,21,605,178
0,22,913,159
0,23,640,142
0,24,941,141
0,25,626,146
0,26,907,181
0,27,614,161
0,28,926,183
0,29,614,174
0,30,629,176
0,31,936,148
0,32,600,176
0,33,916,137
0,34,628,169
0,35,930,177
0,36,600,164
0,37,937,152
0,38,647,168
0,39,919,147
0,40,917,175
0,41,621,176
0,42,901,143
0,43,616,168
0,44,931,140
0,45,357,209
0,46,375,209
0,47,540,216
0,48,653,215
0,49,505,189
1,0,149,8
1,1,261,291
1,2,274,47
1,3,117,2
1,4,171,756
1,5,427,128
1,6,947,175
1,7,528,176
1,8,627,154
1,9,908,169
1,10,920,149
1,11,489,175
1,12,909,145
1,13,476,162
1,14,943,144
1,15,913,144
1,16,600,173
1,17,941,178
1,18,617,165
1,19,914,163
1,20,934,180
1,21,646,145
1,22,942,145
1,23,621,162
1,24,936,157
1,25,922,167
1,26,635,166
1,27,928,159
1,28,615,152
1,29,917,168
1,30,923,164
1,31,644,138
1,32,911,155
1,33,630,154
1,34,927,153
1,35,613,170
1,36,927,139
1,37,625,161
1,38,949,150
1,39,637,139
1,40,931,180
1,41,629,138
1,42,932,146
1,43,646,156
1,44,937,174
1,45,906,169
1,46,639,167
1,47,931,170
1,48,636,180
1,49,938,141
2,0,85,18
2,1,47,542
2,2,193,696
2,3,66,78
2,4,6,246
2,5,506,135
2,6,795,117
2,7,948,139
2,8,167,163
2,9,588,178
2,10,695,151
2,11,395,214
2,12,372,454
2,13,514,218
2,14,502,195
2,15,60,785
2,16,56,308
2,17,69,548
2,18,101,169
2,19,360,114
2,20,120,321
2,21,369,144
2,22,549,177
2,23,51,127
2,24,358,107
2,25,378,121
2,26,61,159
2,27,358,100
2,28,556,156
2,29,398,127
2,30,353,132
2,31,547,163
2,32,382,116
2,33,58,163
2,34,394,93
2,35,393,109
2,36,529,165
2,37,399,96
2,38,73,172
2,39,380,122
2,40,376,103
2,41,88,148
2,42,362,109
2,43,511,142
2,44,353,116
2,45,364,107
2,46,580,150
2,47,373,94
2,48,524,180
2,49,369,125
3,0,104,17
3,1,82,61
3,2,172,262
3,3,22,75
3,4,45,786
3,5,533,138
3,6,796,95
3,7,621,183
3,8,926,99
3,9,323,122
3,10,902,138
3,11,644,146
3,12,628,161
3,13,636,141
3,14,647,164
3,15,620,163
3,16,647,145
3,17,624,170
3,18,640,183
3,19,624,146
3,20,638,157
3,21,633,94
3,22,649,156
3,23,908,149
3,24,649,168
3,25,612,157
3,26,930,177
3,27,620,172
3,28,937,177
3,29,623,170
3,30,943,161
3,31,618,148
3,32,907,168
3,33,623,165
3,34,922,155
3,35,620,154
3,36,938,153
3,37,516,155
3,38,638,148
3,39,902,168
3,40,902,172
3,41,474,143
3,42,909,146
3,43,620,182
3,44,946,182
3,45,939,173
3,46,638,176
3,47,944,153
3,48,636,171
3,49,911,148
4,0,67,57
4,1,39,190
4,2,139,18
4,3,43,233
4,4,42,516
4,5,689,95
4,6,402,116
4,7,506,145
4,8,932,176
4,9,552,172
4,10,691,150
4,11,930,155
4,12,928,173
4,13,910,143
4,14,942,180
4,15,921,175
4,16,945,144
4,17,932,142
4,18,904,142
4,19,922,159
4,20,942,174
4,21,927,177
4,22,934,162
4,23,918,151
4,24,943,172
4,25,909,176
4,26,487,174
4,27,940,140
4,28,497,177
4,29,936,171
4,30,926,163
4,31,906,145
4,32,914,143
4,33,944,177
4,34,907,142
4,35,921,177
4,36,633,167
4,37,928,148
4,38,923,175
4,39,912,169
4,40,948,150
4,41,472,159
4,42,909,141
4,43,457,180
4,44,932,170
4,45,914,160
4,46,937,166
4,47,917,175
4,48,907,139
4,49,904,180
5,0,92,17
5,1,33,223
5,2,98,73
5,3,16,808
5,4,95,806
5,5,531,121
5,6,756,110
5,7,557,173
5,8,932,163
5,9,582,174
5,10,528,198
5,11,615,143
5,12,625,188
5,13,561,147
5,14,669,185
5,15,367,172
5,16,137,422
5,17,131,197
5,18,396,113
5,19,2,214
5,20,69,207
5,21,561,133
5,22,76,172
5,23,558,131
5,24,782,156
5,25,291,166
5,26,262,94
5,27,286,129
5,28,574,121
5,29,355,116
5,30,591,125
5,31,373,98
5,32,549,282
5,33,599,114
5,34,293,112
5,35,546,127
5,36,595,95
5,37,379,132
5,38,126,184
5,39,375,130
5,40,568,122
5,41,578,107
5,42,590,123
5,43,505,97
5,44,297,135
5,45,544,107
5,46,517,179
5,47,777,107
5,48,121,169
5,49,266,120
6,0,53,13
6,1,12,812
6,2,84,825
6,3,60,513
6,4,138,13
6,5,437,93
6,6,537,171
6,7,660,142
6,8,909,150
6,9,594,153
6,10,909,175
6,11,483,138
6,12,925,178
6,13,608,157
6,14,937,154
6,15,924,165
6,16,480,145
6,17,916,171
6,18,492,147
6,19,948,160
6,20,945,169
6,21,474,176
6,22,948,163
6,23,494,146
6,24,920,143
6,25,926,159
6,26,492,175
6,27,625,155
6,28,942,159
6,29,481,177
6,30,509,144
6,31,535,168
6,32,537,532
6,33,540,162
6,34,538,159
6,35,81,199
6,36,81,135
6,37,373,155
6,38,64,23
6,39,504,103
6,40,67,133
6,41,350,159
6,42,82,453
6,43,86,180
6,44,367,131
6,45,389,114
6,46,59,153
6,47,362,122
6,48,590,174
6,49,81,162
7,0,83,5
7,1,9,223
7,2,40,88
7,3,14,810
7,4,88,804
7,5,547,112
7,6,154,107
7,7,618,148
7,8,936,152
7,9,140,146
7,10,646,189
7,11,671,207
7,12,643,158
7,13,617,156
7,14,646,175
7,15,386,105
7,16,593,166
7,17,368,122
7,18,368,144
7,19,82,298
7,20,71,104
7,21,555,97
7,22,358,118
7,23,166,116
7,24,354,120
7,25,369,114
7,26,583,108
7,27,383,119
7,28,534,143
7,29,392,93
7,30,594,113
7,31,359,96
7,32,63,142
7,33,585,137
7,34,261,114
7,35,595,131
7,36,766,108
7,37,352,121
7,38,559,125
7,39,367,96
7,40,257,105
7,41,362,135
7,42,565,136
7,43,382,112
7,44,585,99
7,45,772,134
7,46,252,97
7,47,380,126
7,48,258,120
7,49,394,109
8,0,124,26
8,1,222,326
8,2,299,515
8,3,140,81
8,4,19,813
8,5,529,115
8,6,655,137
8,7,563,137
8,8,946,166
8,9,586,145
8,10,520,141
8,11,595,225
8,12,599,216
8,13,292,416
8,14,555,777
8,15,92,787
8,16,63,185
8,17,73,168
8,18,388,127
8,19,92,168
8,20,145,222
8,21,362,107
8,22,565,162
8,23,351,122
8,24,61,164
8,25,96,282
8,26,84,98
8,27,369,125
8,28,86,288
8,29,81,205
8,30,68,106
8,31,367,117
8,32,73,285
8,33,379,124
8,34,51,148
8,35,65,126
8,36,395,132
8,37,61,152
8,38,394,92
