user,index,x,y
0,0,57,16
0,1,23,188
0,2,53,80
0,3,22,826
0,4,76,783
0,5,195,127
0,6,89,295
0,7,195,428
0,8,67,144
0,9,193,417
0,10,98,303
0,11,99,319
0,12,58,296
0,13,77,277
0,14,56,277
0,15,64,310
0,16,182,564
0,17,65,305
0,18,196,554
0,19,82,296
0,20,79,305
0,21,84,299
0,22,55,288
0,23,75,308
0,24,72,299
0,25,156,309
0,26,170,593
0,27,74,319
0,28,91,574
0,29,97,304
0,30,375,444
0,31,532,509
0,32,387,138
0,33,519,457
0,34,509,147
0,35,67,895
0,36,91,712
0,37,60,317
0,38,57,386
0,39,57,915
0,40,51,317
0,41,164,284
0,42,178,158
0,43,88,275
0,44,152,310
0,45,195,279
0,46,189,298
0,47,153,311
0,48,176,312
0,49,186,308
1,0,71,29
1,1,10,212
1,2,92,84
1,3,45,808
1,4,75,800
1,5,174,96
1,6,77,169
1,7,165,457
1,8,88,314
1,9,65,298
1,10,77,553
1,11,56,311
1,12,148,593
1,13,68,291
1,14,109,580
1,15,392,423
1,16,373,495
1,17,417,535
1,18,361,427
1,19,378,449
1,20,78,911
1,21,51,353
1,22,50,347
1,23,60,906
1,24,98,334
1,25,385,427
1,26,390,420
1,27,392,451
1,28,398,444
1,29,368,421
1,30,81,784
1,31,68,913
1,32,74,330
1,33,78,918
1,34,81,367
1,35,66,825
1,36,66,881
1,37,68,247
1,38,73,917
1,39,60,354
1,40,77,355
1,41,74,911
1,42,58,796
1,43,60,895
1,44,59,324
2,0,59,2
2,1,17,199
2,2,74,46
2,3,7,784
2,4,61,822
2,5,176,125
2,6,82,168
2,7,171,571
2,8,62,303
2,9,174,554
2,10,179,162
2,11,75,587
2,12,58,284
2,13,155,594
2,14,57,317
2,15,96,901
2,16,103,410
2,17,117,356
2,18,69,355
2,19,51,121
2,20,396,435
2,21,517,543
2,22,382,141
2,23,379,180
2,24,386,158
2,25,80,340
2,26,62,905
2,27,96,367
2,28,72,343
2,29,76,363
2,30,88,231
2,31,89,389
2,32,98,914
2,33,123,348
2,34,203,342
2,35,508,149
2,36,510,141
2,37,394,157
2,38,505,152
2,39,534,166
2,40,169,324
2,41,159,342
2,42,94,358
2,43,92,363
2,44,87,359
3,0,55,26
3,1,62,222
3,2,62,2
3,3,28,824
3,4,66,738
3,5,178,103
3,6,75,138
3,7,83,445
3,8,52,556
3,9,82,282
3,10,325,612
3,11,338,593
3,12,655,561
3,13,618,568
3,14,328,152
3,15,675,162
3,16,644,155
3,17,662,182
3,18,612,218
3,19,656,146
3,20,61,303
3,21,68,874
3,22,118,352
3,23,0,347
3,24,96,331
3,25,96,354
3,26,241,884
3,27,168,330
3,28,196,272
3,29,91,391
3,30,689,214
3,31,611,141
3,32,666,168
3,33,609,159
3,34,506,155
4,0,211,7
4,1,283,809
4,2,52,515
4,3,250,75
4,4,300,819
4,5,61,278
4,6,180,575
4,7,111,171
4,8,50,282
4,9,186,597
4,10,72,320
4,11,199,570
4,12,77,293
4,13,176,558
4,14,97,282
4,15,88,157
4,16,181,554
4,17,66,278
4,18,111,589
4,19,434,152
4,20,153,289
4,21,179,560
4,22,70,277
4,23,107,572
4,24,95,284
4,25,186,590
4,26,76,282
4,27,134,568
4,28,88,288
4,29,144,557
4,30,186,152
4,31,90,297
4,32,135,592
4,33,79,312
4,34,107,582
4,35,360,151
4,36,341,141
4,37,332,426
4,38,372,628
4,39,622,177
4,40,82,369
4,41,93,412
4,42,73,383
4,43,84,397
4,44,90,400
4,45,633,178
4,46,361,177
4,47,356,172
4,48,320,432
4,49,634,159
5,0,273,2
5,1,215,211
5,2,47,523
5,3,83,703
5,4,73,19
5,5,179,290
5,6,173,96
5,7,98,301
5,8,187,576
5,9,127,296
5,10,158,495
5,11,154,588
5,12,190,288
5,13,191,556
5,14,157,301
5,15,369,431
5,16,386,279
5,17,548,226
5,18,513,227
5,19,509,204
5,20,543,219
5,21,543,226
5,22,537,224
5,23,525,224
5,24,941,217
5,25,72,901
5,26,94,364
5,27,75,366
5,28,164,348
5,29,157,158
5,30,199,159
5,31,50,263
5,32,53,160
5,33,266,253
5,34,76,332
5,35,64,172
5,36,298,98
5,37,377,239
5,38,378,148
5,39,71,231
5,40,632,192
5,41,824,229
5,42,534,188
5,43,514,188
5,44,629,199
6,0,40,27
6,1,3,190
6,2,50,45
6,3,25,797
6,4,64,799
6,5,153,122
6,6,77,321
