user,index,x,y
0,0,64,4
0,1,36,218
0,2,71,62
0,3,28,784
0,4,76,791
0,5,194,426
0,6,135,479
0,7,96,477
0,8,95,777
0,9,172,131
0,10,323,571
0,11,360,228
0,12,538,194
0,13,658,169
0,14,640,165
0,15,286,180
0,16,514,183
0,17,282,140
0,18,211,164
0,19,262,132
0,20,271,162
0,21,262,112
0,22,548,268
0,23,258,159
0,24,262,95
0,25,154,177
0,26,272,154
0,27,233,118
0,28,268,353
0,29,275,158
0,30,268,141
0,31,258,94
0,32,218,478
0,33,156,141
0,34,266,112
0,35,264,157
0,36,345,151
0,37,163,802
0,38,501,646
0,39,250,141
0,40,166,180
0,41,748,141
0,42,282,174
0,43,752,706
0,44,337,158
1,0,153,40
1,1,242,334
1,2,297,533
1,3,74,67
1,4,32,725
1,5,82,770
1,6,182,780
1,7,165,460
1,8,81,752
1,9,185,773
1,10,339,728
1,11,331,591
1,12,684,562
1,13,607,559
1,14,523,570
1,15,64,158
1,16,268,181
1,17,974,438
1,18,262,180
1,19,335,380
1,20,254,144
1,21,53,396
1,22,260,142
1,23,296,408
1,24,273,163
1,25,286,182
1,26,280,345
1,27,282,166
1,28,294,373
1,29,272,182
1,30,285,181
1,31,299,148
1,32,280,162
1,33,299,183
1,34,293,159
1,35,278,171
1,36,259,178
1,37,266,168
1,38,536,147
1,39,282,149
1,40,268,156
1,41,255,154
1,42,269,141
1,43,253,166
1,44,294,181
2,0,54,32
2,1,44,210
2,2,82,63
2,3,19,794
2,4,96,782
2,5,152,750
2,6,156,483
2,7,108,502
2,8,98,758
2,9,193,499
2,10,605,596
2,11,655,210
2,12,636,154
2,13,693,172
2,14,523,146
2,15,156,153
2,16,281,144
2,17,192,650
2,18,304,159
2,19,240,695
2,20,153,664
2,21,547,319
2,22,266,137
2,23,546,430
2,24,517,387
2,25,566,678
2,26,166,157
2,27,330,643
2,28,261,143
2,29,214,706
2,30,166,49
2,31,755,149
2,32,262,145
2,33,328,686
2,34,267,148
2,35,282,149
2,36,153,502
2,37,272,167
2,38,506,504
2,39,251,149
2,40,310,157
2,41,2,89
2,42,281,162
2,43,329,159
2,44,172,661
2,45,253,171
2,46,47,666
2,47,260,169
2,48,289,455
2,49,259,140
3,0,50,32
3,1,80,185
3,2,25,32
3,3,27,203
3,4,52,4
3,5,60,447
3,6,106,493
3,7,148,765
3,8,169,485
3,9,118,752
3,10,114,499
3,11,92,746
3,12,139,468
3,13,147,768
3,14,122,501
3,15,327,821
3,16,284,821
3,17,346,595
3,18,320,590
3,19,345,590
3,20,154,425
3,21,188,656
3,22,214,286
3,23,309,172
3,24,417,452
3,25,322,667
3,26,255,399
3,27,286,773
3,28,185,653
3,29,171,400
3,30,300,588
3,31,322,591
3,32,338,196
3,33,338,192
3,34,694,372
3,35,156,369
3,36,267,137
3,37,191,382
3,38,513,365
3,39,156,379
3,40,205,403
3,41,191,334
3,42,176,339
3,43,177,397
3,44,216,705
3,45,146,324
3,46,227,388
3,47,235,409
3,48,196,388
3,49,213,347
4,0,107,25
4,1,65,11
4,2,8,208
4,3,112,57
4,4,0,799
4,5,69,775
4,6,151,744
4,7,151,745
4,8,181,759
4,9,192,753
4,10,341,450
4,11,357,788
4,12,209,594
4,13,344,562
4,14,662,372
4,15,67,404
4,16,288,141
4,17,273,410
4,18,178,395
4,19,264,128
4,20,241,396
4,21,217,116
4,22,263,363
4,23,209,358
4,24,284,344
4,25,230,136
4,26,312,120
4,27,197,331
4,28,200,349
4,29,178,136
4,30,232,96
4,31,278,101
4,32,280,362
4,33,177,400
4,34,265,108
4,35,150,102
4,36,282,812
4,37,234,390
4,38,258,133
4,39,266,361
4,40,236,346
4,41,265,368
4,42,235,356
4,43,157,363
4,44,283,115
4,45,204,411
4,46,256,122
4,47,277,260
4,48,177,405
4,49,183,322
5,0,67,19
5,1,265,824
5,2,97,527
5,3,105,66
5,4,33,788
5,5,94,756
5,6,172,744
5,7,113,487
5,8,57,739
5,9,190,756
5,10,323,578
5,11,359,425
5,12,517,154
5,13,512,205
5,14,540,200
5,15,288,165
5,16,156,710
5,17,35,380
5,18,229,365
5,19,279,124
5,20,183,377
5,21,276,248
5,22,305,113
5,23,83,383
5,24,241,582
5,25,274,381
5,26,188,411
5,27,225,130
5,28,294,345
5,29,245,397
5,30,150,267
5,31,162,109
5,32,253,262
5,33,223,339
5,34,297,359
5,35,271,405
5,36,228,358
5,37,286,108
5,38,296,352
5,39,250,378
5,40,178,365
5,41,296,107
5,42,284,351
5,43,260,260
5,44,195,366
5,45,282,326
5,46,295,127
5,47,165,502
5,48,268,112
5,49,250,358
6,0,141,26
6,1,220,344
6,2,277,529
6,3,136,46
6,4,8,784
6,5,64,744
6,6,182,762
6,7,196,500
6,8,54,757
6,9,167,755
6,10,306,419
6,11,282,706
6,12,673,582
6,13,611,568
6,14,339,561
6,15,55,410
6,16,669,163
6,17,294,179
6,18,184,503
6,19,265,164
6,20,8,381
6,21,277,172
6,22,531,417
6,23,277,92
6,24,201,391
6,25,348,679
6,26,275,177
6,27,235,439
6,28,250,169
6,29,508,650
6,30,254,175
6,31,545,284
6,32,291,649
6,33,277,142
6,34,231,689
6,35,316,145
6,36,346,650
6,37,191,149
6,38,258,163
6,39,186,674
6,40,345,394
6,41,292,171
6,42,504,659
6,43,255,164
6,44,181,51
6,45,290,162
6,46,548,407
6,47,262,159
6,48,513,259
6,49,257,166
7,0,53,39
7,1,227,26
7,2,36,795
7,3,53,797
7,4,176,539
7,5,199,496
7,6,67,773
7,7,155,757
7,8,129,479
7,9,99,483
7,10,634,181
7,11,546,209
7,12,513,218
7,13,366,200
7,14,397,222
7,15,72,446
7,16,55,171
7,17,292,158
7,18,155,648
7,19,517,139
7,20,514,146
7,21,298,165
7,22,152,682
7,23,257,151
7,24,96,650
7,25,162,168
7,26,291,153
7,27,184,464
7,28,292,182
7,29,191,576
7,30,272,157
7,31,207,676
7,32,284,174
7,33,176,669
7,34,288,168
7,35,287,166
7,36,188,156
7,37,265,178
7,38,233,157
7,39,514,120
7,40,279,158
7,41,184,676
7,42,268,163
7,43,205,179
7,44,263,91
7,45,289,182
7,46,231,447
7,47,298,176
7,48,165,655
7,49,264,147
8,0,55,18
8,1,10,221
8,2,59,57
8,3,47,808
8,4,69,801
8,5,184,750
8,6,190,767
8,7,157,757
8,8,181,740
8,9,184,769
8,10,180,764
8,11,168,768
8,12,167,772
8,13,151,778
8,14,180,755
8,15,168,757
8,16,195,749
8,17,191,761
8,18,157,743
8,19,199,738
8,20,189,757
8,21,174,736
8,22,169,761
8,23,150,740
8,24,175,773
8,25,155,740
8,26,152,759
8,27,153,755
8,28,198,745
8,29,166,748
8,30,174,747
8,31,185,763
8,32,176,748
8,33,182,779
8,34,162,750
8,35,199,772
8,36,164,777
8,37,153,739
8,38,150,773
8,39,163,766
8,40,160,770
8,41,183,748
8,42,155,758
8,43,191,747
8,44,172,750
8,45,154,758
8,46,177,776
8,47,170,754
8,48,175,772
8,49,152,757
9,0,86,16
9,1,8,186
9,2,88,50
9,3,9,810
9,4,77,801
9,5,150,746
9,6,162,750
9,7,169,739
9,8,181,737
9,9,150,775
9,10,157,476
9,11,140,743
9,12,192,747
9,13,156,502
9,14,119,489
9,15,153,503
9,16,99,755
9,17,176,737
9,18,113,466
9,19,56,478
9,20,132,492
9,21,70,772
9,22,192,777
9,23,106,504
9,24,65,750
9,25,347,555
9,26,352,205
9,27,521,458
9,28,627,385
9,29,315,146
9,30,176,458
9,31,182,593
9,32,521,449
9,33,52,155
9,34,343,370
9,35,196,368
9,36,345,561
9,37,288,97
9,38,174,401
9,39,242,675
9,40,554,95
9,41,189,101
9,42,283,133
9,43,181,348
9,44,208,133
9,45,235,384
9,46,295,365
9,47,272,138
9,48,204,340
9,49,264,129
10,0,67,60
10,1,36,185
10,2,122,35
10,3,45,230
10,4,42,525
10,5,134,769
10,6,151,764
10,7,190,496
10,8,99,767
10,9,194,747
10,10,347,564
10,11,606,160
10,12,670,210
10,13,620,210
10,14,663,191
10,15,283,165
10,16,534,282
10,17,258,392
10,18,293,159
10,19,89,423
10,20,333,451
10,21,270,96
10,22,41,417
10,23,299,144
10,24,47,385
10,25,232,162
10,26,178,700
10,27,306,415
10,28,163,370
10,29,236,94
10,30,225,458
10,31,238,100
10,32,295,394
10,33,221,99
10,34,258,244
10,35,62,643
10,36,84,104
10,37,255,231
10,38,265,145
10,39,192,694
10,40,194,116
10,41,291,134
10,42,171,406
10,43,274,135
10,44,248,777
10,45,281,115
10,46,203,302
10,47,279,181
10,48,55,297
10,49,285,383
11,0,76,44
11,1,41,186
11,2,61,70
11,3,11,783
11,4,88,817
11,5,198,494
11,6,50,778
11,7,199,99
11,8,140,454
11,9,435,488
11,10,643,147
11,11,679,220
11,12,610,215
11,13,624,403
11,14,615,556
11,15,278,162
11,16,83,259
11,17,95,95
11,18,266,170
11,19,225,673
11,20,342,159
11,21,60,260
11,22,290,151
11,23,247,185
11,24,283,139
11,25,690,161
11,26,295,169
11,27,273,117
11,28,206,315
11,29,288,105
11,30,53,134
11,31,272,105
11,32,509,279
11,33,286,142
11,34,67,652
11,35,286,102
11,36,782,172
11,37,284,105
11,38,268,105
