user,index,x,y
0,0,209,27
0,1,356,43
0,2,170,718
0,3,228,253
0,4,281,603
0,5,324,154
0,6,318,135
0,7,312,244
0,8,529,128
0,9,990,174
0,10,68,152
0,11,297,140
0,12,787,122
0,13,257,151
0,14,262,129
0,15,283,156
0,16,291,131
0,17,772,142
0,18,134,157
0,19,288,139
0,20,278,123
0,21,254,154
0,22,272,149
0,23,276,341
0,24,790,133
0,25,299,127
0,26,253,158
0,27,264,150
0,28,273,133
0,29,253,148
0,30,326,135
0,31,254,128
0,32,122,145
0,33,265,158
0,34,278,145
0,35,257,124
0,36,271,128
0,37,296,126
0,38,268,152
0,39,282,154
0,40,789,122
0,41,298,157
0,42,273,156
0,43,273,146
0,44,259,153
0,45,295,152
0,46,269,144
0,47,261,136
0,48,273,145
0,49,272,158
1,0,217,20
1,1,179,620
1,2,166,739
1,3,218,263
1,4,295,477
1,5,952,124
1,6,903,122
1,7,989,173
1,8,929,160
1,9,655,136
1,10,74,270
1,11,750,131
1,12,278,149
1,13,519,251
1,14,627,277
1,15,784,158
1,16,265,158
1,17,255,127
1,18,123,255
1,19,52,140
1,20,769,128
1,21,755,123
1,22,786,154
1,23,785,142
1,24,758,120
1,25,752,139
1,26,760,155
1,27,149,121
1,28,291,133
1,29,775,153
1,30,120,119
1,31,259,150
1,32,130,137
1,33,258,127
1,34,83,139
1,35,769,152
1,36,797,125
1,37,762,149
1,38,381,149
1,39,764,269
1,40,772,135
1,41,782,134
1,42,72,154
1,43,766,126
1,44,257,138
1,45,798,151
1,46,791,568
1,47,244,156
1,48,799,89
1,49,270,93
2,0,57,39
2,1,54,696
2,2,156,636
2,3,185,247
2,4,279,12
2,5,189,389
2,6,142,495
2,7,56,253
2,8,183,118
2,9,71,240
2,10,689,138
2,11,674,124
2,12,657,121
2,13,685,126
2,14,672,124
2,15,258,149
2,16,148,137
2,17,283,136
2,18,768,153
2,19,261,156
2,20,106,158
2,21,292,127
2,22,270,125
2,23,298,155
2,24,268,128
2,25,755,152
2,26,287,124
2,27,790,149
2,28,272,150
2,29,281,124
2,30,285,134
2,31,276,150
2,32,790,126
2,33,796,122
2,34,115,134
2,35,784,135
2,36,281,130
2,37,254,122
2,38,252,139
2,39,256,154
2,40,76,144
2,41,292,136
2,42,262,124
2,43,275,149
2,44,251,150
2,45,272,146
2,46,148,133
2,47,284,153
2,48,261,149
2,49,265,127
3,0,260,21
3,1,394,78
3,2,182,756
3,3,187,254
3,4,256,444
3,5,997,161
3,6,913,196
3,7,998,122
3,8,948,167
3,9,517,142
3,10,85,123
3,11,793,139
3,12,500,136
3,13,296,135
3,14,143,145
3,15,104,137
3,16,257,140
3,17,798,137
3,18,135,291
3,19,782,146
3,20,798,136
3,21,251,121
3,22,383,152
3,23,294,418
3,24,773,139
3,25,537,134
3,26,114,138
3,27,285,591
3,28,545,127
3,29,289,140
3,30,267,140
3,31,278,132
3,32,254,147
3,33,291,123
3,34,125,141
3,35,762,135
3,36,149,152
3,37,299,128
3,38,761,149
3,39,794,144
3,40,273,128
3,41,595,157
3,42,266,269
3,43,282,143
3,44,131,123
3,45,105,151
3,46,289,145
3,47,797,124
3,48,288,126
3,49,532,154
4,0,171,51
4,1,54,708
4,2,157,626
4,3,247,38
4,4,106,203
4,5,169,453
4,6,97,249
4,7,162,414
4,8,116,278
4,9,113,411
4,10,314,262
4,11,339,259
4,12,344,266
4,13,338,537
4,14,627,190
4,15,774,147
4,16,796,140
4,17,258,138
4,18,787,124
4,19,119,150
4,20,773,281
4,21,263,142
4,22,788,144
4,23,259,127
4,24,780,142
4,25,797,122
4,26,289,124
4,27,297,138
4,28,786,128
4,29,251,141
4,30,288,128
4,31,813,134
4,32,267,122
4,33,271,156
4,34,758,140
4,35,779,133
4,36,138,150
4,37,415,136
4,38,282,470
4,39,787,153
4,40,795,126
4,41,293,122
4,42,116,153
4,43,761,128
4,44,797,124
5,0,288,10
5,1,256,722
5,2,238,465
5,3,255,63
5,4,33,440
5,5,99,239
5,6,189,426
5,7,109,274
5,8,102,427
5,9,113,655
5,10,311,240
5,11,922,191
5,12,943,124
5,13,905,173
5,14,501,150
5,15,95,157
5,16,754,133
5,17,297,155
5,18,132,144
5,19,250,124
5,20,267,150
5,21,557,138
5,22,810,132
5,23,259,134
5,24,282,154
5,25,252,132
5,26,279,133
5,27,109,120
5,28,256,143
5,29,795,128
5,30,297,126
5,31,310,141
5,32,106,131
5,33,287,148
5,34,129,151
5,35,290,151
5,36,540,16
5,37,257,122
5,38,104,140
5,39,282,143
5,40,251,156
5,41,107,160
5,42,293,144
5,43,297,158
5,44,110,149
5,45,259,121
5,46,290,132
5,47,530,122
5,48,251,134
5,49,108,123
6,0,175,273
6,1,208,11
6,2,294,616
6,3,273,442
6,4,252,71
6,5,303,272
6,6,332,765
6,7,973,170
6,8,946,168
6,9,763,198
6,10,68,150
6,11,263,141
6,12,250,132
6,13,130,174
6,14,277,158
6,15,750,224
6,16,105,149
6,17,291,129
6,18,278,122
6,19,259,138
6,20,758,157
6,21,260,278
6,22,796,246
6,23,258,123
6,24,281,242
6,25,299,142
6,26,252,151
6,27,266,147
6,28,133,150
6,29,268,124
6,30,270,158
6,31,269,146
6,32,259,150
6,33,149,130
6,34,251,85
6,35,252,157
6,36,764,141
6,37,255,142
6,38,129,154
6,39,279,112
6,40,267,154
6,41,293,475
6,42,299,290
6,43,294,125
6,44,778,131
6,45,281,131
6,46,267,143
6,47,263,143
6,48,252,157
6,49,764,153
7,0,161,8
7,1,189,750
7,2,198,609
7,3,160,259
7,4,254,18
7,5,838,260
7,6,817,297
7,7,779,197
7,8,827,284
7,9,535,128
7,10,772,135
7,11,767,145
7,12,147,138
7,13,283,137
7,14,107,152
7,15,287,123
7,16,267,132
7,17,270,125
7,18,126,152
7,19,288,145
7,20,290,151
7,21,269,120
7,22,643,133
7,23,298,161
7,24,286,157
7,25,251,147
7,26,261,416
7,27,783,148
7,28,645,417
7,29,296,145
7,30,762,122
7,31,108,119
7,32,279,138
7,33,773,135
7,34,826,134
7,35,789,153
7,36,254,146
7,37,138,136
7,38,274,139
7,39,772,131
7,40,763,246
7,41,270,127
7,42,792,124
7,43,275,147
7,44,119,158
7,45,776,125
7,46,146,131
7,47,764,128
7,48,282,124
7,49,788,138
8,0,210,25
8,1,256,77
8,2,36,707
8,3,108,471
8,4,80,666
8,5,144,246
8,6,175,407
8,7,120,269
8,8,422,418
8,9,62,276
8,10,334,262
8,11,365,372
8,12,532,129
8,13,696,160
8,14,794,154
8,15,93,158
8,16,775,132
8,17,285,152
8,18,84,140
8,19,799,120
8,20,61,139
8,21,760,141
8,22,259,135
