x	y	t	id	label	task_id
428	248	0	7	M	0
353	341	200	7	M	0
184	659	400	0	Z	0
254	617	600	0	Z	0
385	603	800	6	A	0
515	626	1000	0	Z	0
503	597	1200	6	A	1
507	366	1400	7	M	0
528	255	1600	7	M	0
551	229	1800	7	M	0
420	224	2000	7	M	0
460	226	2200	7	M	0
572	212	2400	7	M	0
636	212	2600	7	M	0
587	224	2800	7	M	2
974	293	3000	7	M	0
902	336	3200	7	M	0
499	243	3400	7	M	0
467	336	3600	7	M	0
498	357	3800	7	M	0
862	352	4000	7	M	0
920	428	4200	7	M	0
915	442	4400	7	M	0
485	358	4600	7	M	0
503	360	4800	7	M	0
103	357	5000	7	M	0
409	229	5200	7	M	0
424	134	5400	0	Z	0
178	92	5600	4	T	1
140	117	5800	0	Z	0
617	121	6000	0	Z	0
938	272	6200	7	M	0
901	324	6400	7	M	0
583	231	6600	7	M	2
738	134	6800	0	Z	0
648	129	7000	0	Z	0
568	126	7200	0	Z	0
746	125	7400	0	Z	0
838	125	7600	0	Z	0
593	132	7800	0	Z	0
578	128	8000	0	Z	0
651	124	8200	0	Z	0
689	136	8400	0	Z	0
633	132	8600	0	Z	0
692	139	8800	0	Z	0
578	127	9000	0	Z	0
595	126	9200	0	Z	0
575	131	9400	0	Z	0
538	139	9600	0	Z	0
572	133	9800	0	Z	0
642	123	10000	0	Z	0
690	127	10200	0	Z	0
638	129	10400	0	Z	0
486	319	10600	7	M	1
499	365	10800	7	M	0
82	362	11000	7	M	0
106	355	11200	7	M	0
466	357	11400	7	M	0
495	358	11600	7	M	0
506	429	11800	7	M	0
493	361	12000	7	M	0
122	365	12200	7	M	0
497	363	12400	7	M	0
505	356	12600	7	M	0
