x	y	id	label	task_id
500	486	7	M	0
195	945	0	Z	0
212	779	7	M	0
198	971	0	Z	0
219	934	7	M	0
214	953	0	Z	0
212	943	7	M	0
213	912	7	M	0
228	899	7	M	0
221	951	0	Z	0
203	940	7	M	0
96	956	0	Z	0
334	363	7	M	0
135	396	6	A	0
577	65	5	L	1
810	344	7	M	0
885	35	0	Z	0
752	102	0	Z	0
416	306	7	M	0
328	344	7	M	0
249	22	4	T	0
76	45	4	T	0
459	108	5	L	0
349	96	4	T	0
160	116	4	T	0
917	76	0	Z	0
194	152	6	A	1
302	239	7	M	0
547	72	5	L	1
839	129	6	A	0
897	391	7	M	0
862	24	0	Z	0
425	153	6	A	0
467	201	7	M	0
438	129	6	A	0
59	211	6	A	2
184	39	4	T	0
242	12	4	T	0
854	200	7	M	0
119	429	6	A	0
217	826	7	M	0
236	936	7	M	0
96	910	6	A	0
380	363	7	M	0
334	60	4	T	0
870	96	0	Z	0
744	656	7	M	0
210	657	7	M	0
109	658	6	A	0
860	195	7	M	0
941	62	0	Z	0
224	87	4	T	0
115	146	6	A	0
267	12	4	T	0
128	206	6	A	2
139	310	6	A	0
83	766	6	A	0
99	801	6	A	0
194	881	7	M	0
102	908	6	A	0
185	950	0	Z	0
925	762	7	M	0
969	747	7	M	0
362	504	7	M	0
389	233	7	M	0
511	311	7	M	0
891	296	7	M	0
865	69	0	Z	0
408	41	4	T	0
274	448	7	M	0
73	131	0	Z	0
851	50	0	Z	0
42	352	6	A	0
817	55	0	Z	0
873	22	0	Z	0
532	162	0	Z	0
885	91	0	Z	0
837	55	0	Z	0
770	57	0	Z	0
826	126	0	Z	0
970	801	7	M	0
888	65	0	Z	0
891	97	0	Z	0
668	105	5	L	0
896	130	0	Z	0
316	364	7	M	0
263	375	7	M	0
154	666	6	A	0
88	814	6	A	0
107	766	6	A	0
112	219	6	A	2
908	368	7	M	0
930	432	7	M	0
988	700	0	Z	0
941	800	7	M	0
222	951	0	Z	0
161	885	6	A	0
384	253	7	M	0
366	77	4	T	0
282	25	4	T	0
101	160	6	A	0
