x	y	id	label	task_id
154	42	4	T	0
184	783	6	A	0
192	83	4	T	0
22	868	6	A	0
78	276	6	A	2
191	621	0	Z	0
91	292	6	A	0
112	800	6	A	0
191	595	0	Z	0
116	623	6	A	0
153	103	4	T	0
76	484	6	A	0
110	826	6	A	0
418	103	4	T	0
170	514	6	A	0
119	533	6	A	0
111	533	6	A	0
142	517	6	A	0
103	505	6	A	0
143	533	6	A	0
121	632	6	A	0
442	303	7	M	0
101	319	6	A	0
146	512	6	A	0
109	497	6	A	0
117	513	6	A	0
112	528	6	A	0
123	511	6	A	0
141	502	6	A	0
129	501	6	A	0
321	181	7	M	0
610	181	7	M	0
387	158	6	A	0
684	159	6	A	0
682	232	7	M	0
287	184	7	M	0
250	147	6	A	1
258	172	7	M	0
254	171	7	M	0
296	166	0	Z	0
255	173	7	M	0
501	190	7	M	0
275	161	6	A	0
292	159	6	A	0
294	182	7	M	0
522	146	6	A	0
274	182	7	M	0
262	162	6	A	0
262	190	7	M	0
252	150	6	A	1
