x	y	id	label	task_id
22	53	4	T	0
198	64	4	T	1
57	65	4	T	1
273	19	4	T	0
957	749	7	M	0
652	154	7	M	0
900	145	0	Z	0
535	139	6	A	0
787	91	0	Z	0
467	124	6	A	0
470	123	6	A	0
620	143	0	Z	0
922	151	7	M	0
455	121	6	A	0
634	132	6	A	0
635	130	6	A	0
903	159	7	M	2
464	158	7	M	0
920	148	7	M	0
486	128	6	A	0
941	142	6	A	0
901	137	6	A	0
925	126	6	A	0
925	121	6	A	0
905	120	6	A	0
619	157	7	M	0
921	110	6	A	0
465	124	6	A	0
901	152	7	M	0
495	120	6	A	0
932	127	6	A	0
487	147	7	M	0
900	150	7	M	0
474	145	0	Z	0
900	155	7	M	2
939	132	6	A	0
475	155	7	M	0
910	158	7	M	2
493	139	6	A	0
900	130	6	A	0
920	128	6	A	0
463	145	0	Z	0
902	130	6	A	0
457	138	6	A	0
904	125	6	A	0
630	134	6	A	0
945	136	6	A	0
633	132	6	A	0
916	149	7	M	0
635	148	7	M	0
917	128	6	A	0
901	120	6	A	0
947	126	6	A	0
922	120	6	A	0
926	139	6	A	0
645	158	7	M	0
938	157	7	M	2
611	143	0	Z	0
937	127	6	A	0
600	150	7	M	0
