x	y	id	label	task_id
268	22	4	T	0
290	882	7	M	0
190	758	6	A	0
299	562	7	M	0
279	81	4	T	0
393	142	6	A	2
395	170	7	M	0
657	194	7	M	0
469	174	7	M	0
607	156	6	A	0
471	157	6	A	0
606	159	6	A	0
628	162	0	Z	0
602	160	6	A	0
632	186	7	M	0
533	150	6	A	0
556	576	7	M	0
647	237	7	M	0
592	578	7	M	0
615	227	7	M	0
81	417	6	A	0
110	233	6	A	2
73	190	6	A	2
130	432	6	A	0
290	257	7	M	0
631	233	7	M	0
549	161	0	Z	0
682	237	7	M	0
541	680	7	M	0
353	171	7	M	0
428	97	4	T	0
296	100	4	T	0
593	131	6	A	0
390	121	0	Z	0
387	101	4	T	0
522	221	7	M	0
590	175	7	M	0
538	201	7	M	0
632	211	7	M	0
533	228	7	M	0
614	224	7	M	0
626	241	7	M	0
631	232	7	M	0
527	341	7	M	0
608	234	7	M	0
518	236	7	M	0
71	242	6	A	2
385	224	7	M	0
397	169	7	M	0
510	202	7	M	0
