x	y	t	id	label	task_id
595	194	0	7	M	2
407	260	200	7	M	0
103	259	400	6	A	0
624	68	600	5	L	3
584	101	800	0	Z	0
463	67	1000	5	L	1
631	45	1200	5	L	0
254	52	1400	4	T	0
473	55	1600	5	L	1
152	65	1800	4	T	1
106	52	2000	4	T	1
565	40	2200	5	L	0
617	54	2400	5	L	0
552	110	2600	6	A	0
746	162	2800	7	M	0
752	110	3000	6	A	0
595	51	3200	5	L	0
155	124	3400	6	A	0
152	155	3600	6	A	0
678	58	3800	5	L	0
620	56	4000	5	L	0
722	114	4200	6	A	0
78	120	4400	0	Z	0
142	89	4600	4	T	0
243	772	4800	7	M	0
167	878	5000	7	M	0
394	114	5200	6	A	0
108	97	5400	4	T	0
144	56	5600	4	T	1
241	49	5800	4	T	1
212	55	6000	4	T	1
287	60	6200	4	T	0
196	55	6400	4	T	1
634	129	6600	6	A	0
722	120	6800	6	A	0
867	218	7000	7	M	0
899	91	7200	0	Z	0
843	103	7400	0	Z	0
706	158	7600	7	M	0
646	223	7800	7	M	0
90	214	8000	6	A	0
739	587	8200	7	M	0
809	228	8400	7	M	0
133	196	8600	6	A	0
69	196	8800	6	A	2
81	237	9000	6	A	2
143	241	9200	6	A	2
753	243	9400	7	M	0
729	62	9600	0	Z	0
533	20	9800	0	Z	0
126	59	10000	4	T	1
706	294	10200	7	M	0
