x	y	id	label	task_id
40	68	4	T	1
184	60	4	T	1
54	70	4	T	1
285	9	4	T	0
953	730	7	M	0
508	138	6	A	0
790	146	0	Z	0
491	124	6	A	0
913	136	6	A	0
459	120	6	A	0
634	122	6	A	0
606	157	7	M	0
605	148	7	M	0
632	131	6	A	0
602	132	6	A	0
640	156	7	M	0
629	133	6	A	0
607	142	6	A	0
618	140	6	A	0
634	137	6	A	0
600	124	6	A	0
621	140	6	A	0
628	155	7	M	0
627	130	6	A	0
602	123	6	A	0
604	140	6	A	0
639	142	6	A	0
603	127	6	A	0
611	154	7	M	0
641	124	6	A	0
603	157	7	M	0
636	157	7	M	0
626	129	6	A	0
643	140	6	A	0
632	146	0	Z	0
625	130	6	A	0
627	133	6	A	0
613	147	7	M	0
604	139	6	A	0
643	147	7	M	0
564	767	7	M	0
719	506	7	M	0
631	482	7	M	0
627	489	7	M	0
629	132	6	A	0
587	149	7	M	0
907	143	6	A	0
629	122	6	A	0
920	139	6	A	0
612	133	6	A	0
625	151	7	M	0
921	137	6	A	0
615	155	7	M	0
924	155	7	M	2
602	151	7	M	0
638	136	6	A	0
947	145	0	Z	0
606	155	7	M	0
900	130	6	A	0
645	121	6	A	0
