x	y	id	label	task_id
273	385	6	A	0
293	799	6	A	0
198	85	4	T	0
364	90	4	T	0
287	555	6	A	0
532	169	7	M	0
769	170	7	M	0
908	184	7	M	0
539	157	7	M	0
525	182	7	M	0
948	166	7	M	0
539	181	7	M	0
501	149	0	Z	0
506	184	7	M	0
537	152	7	M	0
531	147	6	A	0
546	156	7	M	0
540	190	7	M	0
514	171	7	M	0
519	181	7	M	0
930	156	7	M	0
545	159	7	M	0
502	156	7	M	0
545	180	7	M	0
539	190	7	M	0
525	154	7	M	0
501	162	7	M	0
542	195	7	M	0
515	166	7	M	0
502	158	7	M	0
513	207	7	M	0
625	179	7	M	0
944	175	7	M	0
509	182	7	M	0
689	241	7	M	0
119	239	6	A	0
130	229	6	A	0
373	204	6	A	0
80	177	6	A	2
387	126	6	A	0
75	199	6	A	0
298	99	0	Z	0
392	168	6	A	0
589	179	7	M	0
394	175	6	A	0
378	326	6	A	0
384	193	6	A	0
98	180	6	A	2
354	105	0	Z	0
570	180	7	M	0
