x	y	id	label	task_id
278	367	6	A	0
362	809	6	A	0
382	71	4	T	0
269	72	4	T	0
183	759	6	A	0
651	120	6	A	0
576	100	6	A	0
900	169	7	M	0
403	112	0	Z	0
503	161	7	M	0
628	157	7	M	0
901	176	7	M	0
525	158	7	M	0
927	149	6	A	0
527	150	0	Z	0
939	177	7	M	0
561	183	7	M	0
946	188	7	M	0
623	163	7	M	0
948	153	0	Z	0
911	175	7	M	0
611	167	7	M	0
923	157	7	M	0
627	186	7	M	0
904	165	7	M	0
570	221	7	M	0
589	241	7	M	0
563	212	7	M	0
599	220	7	M	0
583	243	7	M	0
572	214	7	M	0
586	224	7	M	0
558	204	7	M	0
582	287	7	M	0
595	199	7	M	0
91	176	6	A	2
87	180	6	A	2
50	195	6	A	0
52	418	6	A	0
89	185	6	A	0
77	195	6	A	0
53	172	6	A	2
52	194	6	A	0
64	155	6	A	0
53	150	6	A	0
558	214	7	M	0
559	236	7	M	0
587	210	7	M	0
534	243	7	M	0
567	235	7	M	0
