x	y	id	label	task_id
72	180	6	A	2
82	54	4	T	2
96	30	4	T	0
90	863	6	A	0
72	846	6	A	0
162	297	6	A	0
162	140	6	A	0
69	596	6	A	0
64	323	6	A	0
194	631	7	M	0
345	471	7	M	0
385	464	7	M	0
368	666	7	M	0
628	182	7	M	0
925	174	7	M	0
367	186	7	M	0
273	161	6	A	0
272	156	6	A	1
257	174	7	M	0
273	179	7	M	0
294	169	7	M	0
252	178	7	M	0
297	184	7	M	0
287	172	7	M	0
292	167	0	Z	0
329	165	0	Z	0
360	167	0	Z	0
387	186	7	M	0
393	471	7	M	0
668	190	7	M	0
611	159	6	A	0
667	173	7	M	0
617	149	6	A	0
679	176	7	M	0
610	156	6	A	0
