user,index,x,y
0,0,4,52
0,1,179,45
0,2,82,47
0,3,293,22
0,4,959,740
0,5,653,139
0,6,929,135
0,7,787,141
0,8,533,147
0,9,341,126
0,10,296,514
0,11,621,129
0,12,995,462
0,13,543,360
0,14,678,637
0,15,612,618
0,16,677,607
0,17,637,602
0,18,659,616
0,19,640,777
0,20,900,145
0,21,610,158
0,22,934,122
0,23,633,140
0,24,931,131
0,25,944,130
0,26,922,119
0,27,945,123
0,28,941,124
0,29,903,146
0,30,614,131
0,31,625,622
0,32,696,609
0,33,655,140
0,34,627,617
0,35,916,121
0,36,942,128
0,37,934,128
0,38,945,124
0,39,934,126
0,40,908,147
0,41,901,142
0,42,903,136
0,43,938,121
0,44,909,158
0,45,940,155
0,46,618,128
0,47,911,155
0,48,615,130
0,49,904,144
1,0,24,42
1,1,174,43
1,2,65,51
1,3,258,23
1,4,956,719
1,5,530,131
1,6,947,144
1,7,160,152
1,8,604,150
1,9,933,131
2,0,21,77
2,1,180,71
2,2,95,63
2,3,299,31
2,4,980,732
2,5,667,126
2,6,910,126
2,7,527,147
2,8,760,149
2,9,466,142
2,10,900,143
2,11,330,133
2,12,924,134
2,13,605,148
2,14,906,120
2,15,912,129
2,16,933,132
2,17,918,158
2,18,925,141
2,19,940,147
2,20,936,128
2,21,608,133
2,22,942,158
2,23,633,155
2,24,902,148
2,25,902,133
2,26,312,127
2,27,933,158
2,28,338,135
2,29,933,120
2,30,379,155
2,31,79,193
2,32,381,118
2,33,65,126
2,34,375,113
3,0,2,75
3,1,151,48
3,2,96,51
3,3,278,5
3,4,990,742
3,5,696,86
3,6,529,138
3,7,619,151
3,8,900,97
3,9,313,128
3,10,795,142
3,11,318,155
3,12,253,143
3,13,326,666
3,14,592,184
3,15,602,139
3,16,934,121
3,17,646,149
3,18,478,142
3,19,944,137
3,20,634,123
3,21,927,138
3,22,605,147
3,23,914,134
3,24,636,159
3,25,65,120
3,26,387,95
3,27,119,169
3,28,385,112
3,29,85,82
4,0,24,68
4,1,181,40
4,2,72,73
4,3,267,7
4,4,952,752
4,5,927,143
4,6,159,152
4,7,64,138
4,8,194,516
4,9,96,143
4,10,601,145
4,11,61,144
4,12,327,130
4,13,634,157
4,14,944,145
4,15,667,381
4,16,645,149
4,17,680,153
4,18,601,367
4,19,602,610
4,20,920,139
4,21,940,152
4,22,930,134
4,23,919,125
4,24,949,124
4,25,936,123
4,26,615,139
4,27,932,140
4,28,620,119
4,29,917,138
4,30,949,146
4,31,608,149
4,32,939,140
4,33,603,148
4,34,910,159
4,35,385,90
4,36,268,101
4,37,220,299
4,38,390,95
4,39,796,112
4,40,929,134
4,41,903,123
4,42,910,139
4,43,924,120
4,44,906,141
4,45,366,84
4,46,364,88
4,47,240,298
4,48,398,88
4,49,582,115
4,50,913,128
4,51,945,149
4,52,943,126
4,53,918,155
4,54,939,143
4,55,915,147
4,56,935,155
4,57,915,126
4,58,918,128
4,59,932,155
4,60,925,146
4,61,903,145
4,62,922,121
4,63,910,142
4,64,947,124
5,0,31,73
5,1,150,62
5,2,75,65
5,3,274,38
5,4,968,727
5,5,661,85
5,6,544,145
5,7,601,149
5,8,935,115
5,9,326,138
5,10,664,137
5,11,645,138
5,12,682,125
5,13,620,145
5,14,672,198
5,15,353,178
5,16,127,164
5,17,390,91
5,18,557,258
5,19,88,105
5,20,363,711
5,21,61,694
5,22,78,336
5,23,190,196
5,24,269,153
5,25,690,120
5,26,675,134
5,27,819,134
5,28,600,190
5,29,650,196
5,30,659,141
5,31,778,122
5,32,607,136
5,33,696,140
5,34,935,132
5,35,657,181
5,36,615,121
5,37,642,138
5,38,697,187
5,39,629,133
5,40,988,140
5,41,607,187
5,42,693,135
5,43,686,126
5,44,661,186
5,45,937,169
5,46,742,178
5,47,601,164
5,48,688,136
5,49,686,270
5,50,273,138
5,51,270,191
5,52,122,135
5,53,273,118
5,54,127,193
5,55,947,186
5,56,935,127
5,57,958,193
5,58,900,159
5,59,944,157
5,60,117,163
5,61,253,116
5,62,527,167
5,63,135,127
5,64,262,94
5,65,131,196
5,66,355,108
5,67,551,112
5,68,278,162
5,69,116,129
5,70,679,195
5,71,679,138
5,72,976,181
5,73,590,127
5,74,676,186
5,75,930,148
5,76,943,125
5,77,975,144
5,78,947,165
5,79,684,132
5,80,927,127
5,81,472,122
5,82,913,131
5,83,497,138
5,84,909,155
5,85,565,126
5,86,907,150
5,87,490,144
5,88,937,143
5,89,472,127
5,90,937,139
5,91,497,122
5,92,942,149
5,93,489,150
5,94,906,124
5,95,119,165
5,96,101,152
5,97,282,93
5,98,140,188
5,99,118,162
6,0,6,57
6,1,170,72
6,2,86,67
6,3,268,18
6,4,968,739
6,5,911,130
6,6,152,146
6,7,108,119
6,8,185,481
6,9,617,132
6,10,603,179
6,11,668,140
6,12,685,127
6,13,676,122
6,14,683,121
6,15,659,196
6,16,620,263
6,17,678,138
6,18,666,123
6,19,645,192
6,20,690,147
6,21,661,172
6,22,628,149
6,23,687,194
6,24,642,159
6,25,613,168
6,26,298,153
6,27,540,162
6,28,664,137
6,29,698,130
6,30,917,122
6,31,493,128
6,32,944,122
6,33,931,122
6,34,940,143
6,35,912,149
6,36,916,119
6,37,942,123
6,38,936,121
6,39,919,151
7,0,7,75
7,1,186,45
7,2,97,44
7,3,282,4
7,4,971,737
7,5,686,128
7,6,929,141
7,7,173,156
7,8,60,121
7,9,190,498
7,10,351,152
7,11,325,369
7,12,389,398
7,13,545,398
7,14,638,337
7,15,624,140
7,16,493,149
7,17,640,140
7,18,930,122
7,19,605,128
7,20,601,145
7,21,945,124
7,22,131,134
7,23,633,140
7,24,918,138
8,0,28,69
8,1,185,73
8,2,75,75
8,3,286,8
8,4,966,732
8,5,905,156
8,6,178,131
8,7,306,151
8,8,588,150
8,9,765,141
8,10,325,128
8,11,619,124
8,12,924,132
8,13,485,120
8,14,917,137
9,0,19,79
9,1,194,58
9,2,69,52
9,3,260,32
9,4,961,742
9,5,797,135
9,6,189,138
9,7,927,139
9,8,53,139
9,9,193,493
9,10,645,135
9,11,675,158
9,12,617,156
9,13,658,125
9,14,628,127
10,0,48,69
10,1,181,49
10,2,84,67
10,3,282,20
10,4,991,752
10,5,904,154
