x	y	id	label	task_id
97	13	4	T	0
190	602	6	A	0
155	745	6	A	0
92	90	4	T	0
36	258	6	A	2
177	589	6	A	0
184	307	6	A	0
173	131	0	Z	0
87	619	6	A	0
95	339	6	A	0
149	586	6	A	0
428	102	4	T	0
191	137	0	Z	0
94	790	6	A	0
147	522	6	A	0
114	497	6	A	0
106	493	6	A	0
128	488	6	A	0
105	499	6	A	0
134	494	6	A	0
144	522	6	A	0
110	624	6	A	0
101	805	6	A	0
423	128	0	Z	0
112	588	6	A	0
129	506	6	A	0
116	622	6	A	0
53	612	6	A	0
104	625	6	A	0
52	622	6	A	0
123	627	6	A	0
62	788	6	A	0
188	601	6	A	0
95	325	6	A	0
113	512	6	A	0
123	520	6	A	0
103	505	6	A	0
111	529	6	A	0
132	512	6	A	0
105	516	6	A	0
84	627	6	A	0
180	821	6	A	0
78	602	6	A	0
88	824	6	A	0
153	596	6	A	0
359	180	7	M	0
388	170	7	M	0
353	477	7	M	0
522	193	7	M	0
375	174	7	M	0
