x	y	id	label	task_id
164	35	4	T	0
162	91	4	T	0
345	64	4	T	0
516	17	0	Z	0
82	25	4	T	0
795	161	0	Z	0
541	179	7	M	0
932	132	0	Z	0
549	153	6	A	0
644	151	6	A	0
621	162	0	Z	0
900	191	7	M	0
86	588	6	A	0
620	174	7	M	0
326	193	7	M	0
349	174	7	M	0
365	452	7	M	0
263	552	7	M	0
628	535	7	M	0
635	213	7	M	0
616	157	6	A	0
543	147	6	A	0
788	151	6	A	0
455	168	7	M	0
697	155	6	A	0
632	163	0	Z	0
904	151	0	Z	0
538	167	7	M	0
636	174	7	M	0
910	161	0	Z	0
511	478	7	M	0
649	171	7	M	0
653	185	7	M	0
548	174	7	M	0
637	229	7	M	0
63	190	6	A	2
373	124	0	Z	0
59	186	6	A	2
548	131	6	A	0
120	147	6	A	0
931	175	7	M	0
622	153	6	A	0
921	175	7	M	0
616	192	7	M	0
928	150	0	Z	0
546	206	7	M	0
544	211	7	M	0
79	556	6	A	1
676	218	7	M	0
543	172	7	M	0
