x	y	id	label	task_id
190	35	4	T	0
191	93	4	T	0
335	74	4	T	0
520	18	0	Z	0
84	10	4	T	0
104	610	6	A	0
82	319	6	A	0
184	133	0	Z	0
79	295	6	A	0
78	298	6	A	0
97	331	6	A	0
117	340	6	A	0
124	532	6	A	0
104	508	6	A	0
147	506	6	A	0
116	801	6	A	0
145	529	6	A	0
103	496	6	A	0
142	532	6	A	0
104	517	6	A	0
130	512	6	A	0
105	321	6	A	0
130	507	6	A	0
119	303	6	A	0
114	515	6	A	0
162	832	6	A	0
110	626	6	A	0
186	786	6	A	0
114	611	6	A	0
198	812	7	M	0
198	611	7	M	0
171	334	6	A	0
102	500	6	A	0
100	600	6	A	0
109	627	6	A	0
115	607	6	A	0
114	803	6	A	0
144	504	6	A	0
106	625	6	A	0
143	813	6	A	0
636	468	7	M	0
371	201	7	M	0
543	442	7	M	0
639	230	7	M	0
500	239	7	M	0
88	325	6	A	0
135	800	6	A	0
178	784	6	A	0
141	601	6	A	0
64	820	6	A	0
168	822	6	A	0
106	620	6	A	0
77	831	6	A	0
167	520	6	A	0
114	596	6	A	0
148	611	6	A	0
65	295	6	A	0
145	512	6	A	0
105	324	6	A	0
121	511	6	A	0
141	607	6	A	0
58	338	6	A	0
116	530	6	A	0
143	342	6	A	0
122	503	6	A	0
105	620	6	A	0
132	330	6	A	0
106	494	6	A	0
100	338	6	A	0
124	503	6	A	0
90	592	6	A	0
69	295	6	A	0
121	588	6	A	0
56	342	6	A	0
144	622	6	A	0
132	603	6	A	0
140	331	6	A	0
100	508	6	A	0
148	338	6	A	0
123	528	6	A	0
105	613	6	A	0
104	305	6	A	0
104	524	6	A	0
127	295	6	A	0
107	520	6	A	0
133	634	6	A	0
60	325	6	A	0
135	636	6	A	0
85	305	6	A	0
122	618	6	A	0
61	608	6	A	0
81	298	6	A	0
102	593	6	A	0
84	310	6	A	0
111	614	6	A	0
128	620	6	A	0
84	338	6	A	0
125	597	6	A	0
70	294	6	A	0
127	601	6	A	0
