x	y	id	label	task_id
185	39	4	T	0
351	39	4	T	0
14	82	4	T	0
64	97	4	T	0
376	55	4	T	0
913	135	6	A	0
165	126	6	A	0
904	185	7	M	0
179	121	6	A	0
683	118	6	A	0
600	170	7	M	0
949	190	7	M	0
505	163	7	M	0
923	185	7	M	0
596	151	0	Z	0
904	180	7	M	0
616	194	7	M	0
949	177	7	M	0
628	190	7	M	0
929	160	7	M	0
627	170	7	M	0
931	172	7	M	0
608	182	7	M	0
915	182	7	M	0
639	186	7	M	0
930	163	7	M	0
608	156	7	M	0
908	157	7	M	0
613	155	7	M	0
920	190	7	M	0
948	183	7	M	0
616	157	7	M	0
900	162	7	M	0
617	164	7	M	0
914	193	7	M	0
942	163	7	M	0
928	192	7	M	0
942	165	7	M	0
931	186	7	M	0
933	182	7	M	0
502	472	7	M	0
631	183	7	M	0
590	204	7	M	0
567	568	7	M	0
530	469	7	M	0
548	242	7	M	0
554	562	7	M	0
550	543	7	M	0
671	549	7	M	0
587	485	7	M	0
582	478	7	M	0
624	457	7	M	0
523	463	7	M	0
525	489	7	M	0
574	461	7	M	0
696	240	7	M	0
535	459	7	M	0
523	487	7	M	0
541	421	7	M	0
502	558	7	M	0
137	477	6	A	0
679	469	7	M	0
542	213	7	M	0
740	194	7	M	0
508	486	7	M	0
545	147	6	A	0
506	186	7	M	0
686	483	7	M	0
501	211	7	M	0
674	452	7	M	0
541	171	7	M	0
530	467	7	M	0
635	487	7	M	0
517	452	7	M	0
637	455	7	M	0
934	163	7	M	0
621	175	7	M	0
917	161	7	M	0
620	161	7	M	0
906	160	7	M	0
938	170	7	M	0
631	154	7	M	0
913	165	7	M	0
620	169	7	M	0
942	168	7	M	0
945	169	7	M	0
947	189	7	M	0
937	190	7	M	0
946	163	7	M	0
902	186	7	M	0
164	23	4	T	0
366	10	4	T	0
14	89	4	T	0
78	55	4	T	2
352	89	4	T	0
915	179	7	M	0
941	148	6	A	0
907	163	7	M	0
918	191	7	M	0
917	155	7	M	0
