x	y	id	label	task_id
67	57	4	T	1
39	190	6	A	0
139	18	4	T	0
43	233	6	A	2
42	516	6	A	0
689	95	5	L	0
402	116	6	A	0
506	145	6	A	0
932	176	7	M	0
552	172	7	M	0
691	150	0	Z	0
930	155	7	M	0
928	173	7	M	0
910	143	6	A	0
942	180	7	M	0
921	175	7	M	0
945	144	6	A	0
932	142	6	A	0
904	142	6	A	0
922	159	7	M	0
942	174	7	M	0
927	177	7	M	0
934	162	7	M	0
918	151	7	M	0
943	172	7	M	0
909	176	7	M	0
487	174	7	M	0
940	140	6	A	0
497	177	7	M	0
936	171	7	M	0
926	163	7	M	0
906	145	6	A	0
914	143	6	A	0
944	177	7	M	0
907	142	6	A	0
921	177	7	M	0
633	167	7	M	2
928	148	0	Z	0
923	175	7	M	0
912	169	7	M	0
948	150	7	M	0
472	159	7	M	0
909	141	6	A	0
457	180	7	M	0
932	170	7	M	0
914	160	7	M	0
937	166	7	M	0
917	175	7	M	0
907	139	6	A	0
904	180	7	M	0
