x	y	id	label	task_id
69	46	4	T	1
24	192	6	A	0
81	4	4	T	0
40	815	6	A	0
74	794	6	A	0
133	463	6	A	0
53	500	6	A	0
71	767	6	A	0
181	128	6	A	0
149	413	6	A	0
311	634	7	M	0
305	180	7	M	0
680	157	7	M	0
352	165	7	M	0
534	145	6	A	0
506	671	7	M	0
261	182	7	M	0
63	690	6	A	0
542	445	7	M	0
290	170	7	M	0
294	661	7	M	0
284	180	7	M	0
86	688	6	A	0
318	150	0	Z	0
238	374	7	M	0
183	653	7	M	0
257	147	0	Z	0
228	104	0	Z	0
269	125	6	A	0
197	556	7	M	0
188	118	6	A	0
299	99	4	T	0
509	674	7	M	0
270	139	6	A	0
531	664	7	M	0
336	685	7	M	0
295	149	0	Z	0
235	282	7	M	0
261	169	7	M	0
567	115	6	A	2
329	717	7	M	0
627	190	7	M	0
697	176	7	M	0
682	140	6	A	0
345	188	7	M	0
281	152	7	M	0
537	178	7	M	0
268	163	7	M	0
506	122	6	A	0
266	163	7	M	0
