x	y	id	label	task_id
294	39	4	T	0
374	382	6	A	0
263	97	0	Z	0
183	830	6	A	0
360	639	6	A	0
535	184	7	M	0
525	148	0	Z	0
549	167	7	M	0
520	188	7	M	0
502	167	7	M	0
537	180	7	M	0
521	176	7	M	0
523	162	7	M	0
529	173	7	M	0
535	158	7	M	0
526	168	7	M	0
519	194	7	M	0
527	166	7	M	0
546	193	7	M	0
509	182	7	M	0
545	162	7	M	0
519	161	7	M	0
532	155	7	M	0
542	169	7	M	0
520	174	7	M	0
515	209	7	M	0
541	225	7	M	0
991	197	0	Z	0
512	201	7	M	0
521	216	7	M	0
116	242	6	A	0
98	172	6	A	2
203	144	6	A	0
390	438	6	A	0
63	240	6	A	0
120	239	6	A	0
374	111	0	Z	0
588	114	6	A	0
392	187	6	A	0
568	112	6	A	0
501	543	7	M	0
513	564	7	M	0
649	196	7	M	0
542	210	7	M	0
628	578	7	M	0
353	155	6	A	0
570	117	6	A	0
351	171	6	A	0
573	139	6	A	0
387	189	6	A	0
