x	y	id	label	task_id
36	48	4	T	1
157	65	4	T	1
58	59	4	T	1
265	27	4	T	1
984	752	7	M	0
783	126	6	A	2
505	147	7	M	0
636	150	7	M	0
919	131	6	A	0
465	135	6	A	0
601	132	6	A	0
614	123	6	A	0
601	132	6	A	0
638	127	6	A	0
605	135	6	A	0
627	128	6	A	0
619	142	6	A	0
623	126	6	A	0
621	146	0	Z	0
645	126	6	A	0
643	148	7	M	0
637	146	0	Z	0
646	143	0	Z	0
630	128	6	A	0
606	135	6	A	0
614	127	6	A	0
629	149	7	M	0
600	145	0	Z	0
639	138	6	A	0
609	146	0	Z	0
459	122	6	A	0
640	126	6	A	0
608	157	7	M	0
638	119	6	A	0
639	140	6	A	0
647	151	7	M	0
628	144	0	Z	0
642	149	7	M	0
618	146	0	Z	0
609	129	6	A	0
969	169	7	M	0
579	122	6	A	0
588	191	7	M	0
590	447	7	M	0
602	621	7	M	0
648	122	6	A	0
648	132	6	A	0
646	121	6	A	0
639	156	7	M	0
648	121	6	A	0
590	461	7	M	0
556	611	7	M	0
562	156	7	M	0
554	449	7	M	0
978	141	6	A	0
57	343	6	A	0
109	708	6	A	0
88	246	6	A	2
611	106	6	A	0
793	87	0	Z	0
