x	y	id	label	task_id
174	33	4	T	0
165	73	4	T	1
301	61	4	T	0
505	43	5	L	0
89	11	4	T	0
65	320	6	A	0
163	309	6	A	0
153	100	4	T	0
105	630	6	A	0
93	297	6	A	0
71	602	6	A	0
97	326	6	A	0
54	323	6	A	0
84	315	6	A	0
82	312	6	A	0
368	485	7	M	0
385	448	7	M	0
362	480	7	M	0
372	474	7	M	0
366	445	7	M	0
82	617	6	A	0
71	299	6	A	0
185	606	6	A	0
71	322	6	A	0
125	612	6	A	0
188	475	6	A	0
93	615	6	A	0
98	472	6	A	0
143	632	6	A	0
67	311	6	A	0
75	622	6	A	0
90	328	6	A	0
134	602	6	A	0
72	310	6	A	0
130	602	6	A	0
88	625	6	A	0
94	296	6	A	0
140	605	6	A	0
70	313	6	A	0
121	611	6	A	0
55	607	6	A	0
97	320	6	A	0
119	620	6	A	0
97	294	6	A	0
126	603	6	A	0
177	316	6	A	0
193	295	7	M	0
179	307	6	A	0
153	295	6	A	0
150	339	6	A	0
181	329	6	A	0
187	325	6	A	0
184	324	6	A	0
174	306	6	A	0
156	299	6	A	0
75	633	6	A	0
86	312	6	A	0
147	594	6	A	0
63	316	6	A	0
143	590	6	A	0
64	336	6	A	0
67	634	6	A	0
51	338	6	A	0
69	612	6	A	0
64	318	6	A	0
79	296	6	A	0
50	615	6	A	0
58	338	6	A	0
83	617	6	A	0
53	319	6	A	0
79	323	6	A	0
136	609	6	A	0
97	307	6	A	0
113	604	6	A	0
66	294	6	A	0
94	311	6	A	0
145	617	6	A	0
78	319	6	A	0
102	636	6	A	0
89	338	6	A	0
60	298	6	A	0
121	600	6	A	0
66	326	6	A	0
130	595	6	A	0
73	323	6	A	0
88	622	6	A	0
93	319	6	A	0
93	592	6	A	0
77	337	6	A	0
82	621	6	A	0
138	600	6	A	0
68	333	6	A	0
130	627	6	A	0
66	341	6	A	0
120	628	6	A	0
56	603	6	A	0
59	340	6	A	0
63	590	6	A	0
81	312	6	A	0
87	606	6	A	0
