x	y	id	label	task_id
89	44	4	T	1
96	190	6	A	0
36	33	4	T	1
5	790	0	Z	0
72	784	6	A	0
164	107	6	A	0
89	310	6	A	0
194	414	7	M	0
91	156	6	A	0
61	455	6	A	0
81	144	0	Z	0
86	569	6	A	0
67	306	6	A	0
111	581	6	A	0
77	305	6	A	0
383	604	7	M	0
316	421	7	M	0
365	623	7	M	0
319	153	7	M	0
383	169	7	M	0
55	895	0	Z	0
97	365	6	A	0
75	889	0	Z	0
58	329	6	A	0
68	873	6	A	0
67	906	0	Z	0
69	327	6	A	0
78	880	6	A	0
193	329	7	M	0
66	896	0	Z	0
60	894	0	Z	0
206	342	7	M	0
80	875	6	A	0
205	361	7	M	0
65	892	0	Z	0
83	350	6	A	0
72	884	6	A	0
78	344	6	A	0
60	365	6	A	0
51	332	6	A	0
59	327	6	A	0
86	910	0	Z	0
198	340	7	M	0
76	897	0	Z	0
101	331	6	A	0
