x	y	id	label	task_id
176	44	4	T	0
387	18	4	T	0
43	51	4	T	0
60	68	4	T	1
362	65	4	T	0
513	185	7	M	0
753	127	6	A	0
947	189	7	M	0
542	187	7	M	0
524	182	7	M	0
604	193	7	M	0
904	160	7	M	0
924	175	7	M	0
929	170	7	M	0
922	193	7	M	0
949	185	7	M	0
918	164	7	M	0
911	163	7	M	0
938	195	7	M	0
943	161	7	M	0
920	190	7	M	0
945	163	7	M	0
921	155	7	M	0
932	186	7	M	0
928	150	6	A	0
937	183	7	M	0
913	167	7	M	0
918	158	7	M	0
912	152	0	Z	0
914	148	6	A	0
915	195	7	M	0
530	186	7	M	0
909	159	7	M	0
502	159	7	M	0
915	164	7	M	0
942	188	7	M	0
540	169	7	M	0
918	184	7	M	0
515	182	7	M	0
939	162	7	M	0
947	181	7	M	0
941	193	7	M	0
929	152	0	Z	0
909	168	7	M	0
916	156	7	M	0
913	164	7	M	0
907	158	7	M	0
911	167	7	M	0
922	179	7	M	0
939	152	0	Z	0
524	483	7	M	0
600	441	7	M	0
617	489	7	M	0
767	467	7	M	0
624	483	7	M	0
55	168	6	A	2
389	112	0	Z	0
272	159	6	A	2
383	174	6	A	0
290	172	6	A	2
503	468	7	M	0
518	488	7	M	0
526	472	7	M	0
541	481	7	M	0
611	489	7	M	0
929	185	7	M	0
927	186	7	M	0
914	181	7	M	0
900	149	6	A	0
912	169	7	M	0
501	474	7	M	0
500	484	7	M	0
516	552	7	M	0
526	482	7	M	0
541	473	7	M	0
906	150	6	A	0
918	164	7	M	0
910	161	7	M	0
939	154	0	Z	0
929	155	7	M	0
905	156	7	M	0
920	171	7	M	0
931	149	6	A	0
910	170	7	M	0
911	180	7	M	0
500	473	7	M	0
548	177	7	M	0
517	475	7	M	0
511	477	7	M	0
506	458	7	M	0
512	446	7	M	0
502	469	7	M	0
613	170	7	M	0
522	555	7	M	0
512	561	7	M	0
503	461	7	M	0
522	541	7	M	0
508	572	7	M	0
502	454	7	M	0
505	462	7	M	0
