x	y	id	label	task_id
44	55	4	T	1
187	71	4	T	1
369	61	5	L	0
80	4	4	T	0
535	5	0	Z	0
543	110	6	A	0
656	98	0	Z	0
572	175	7	M	2
920	171	7	M	0
578	148	0	Z	0
660	185	7	M	0
396	488	7	M	0
441	548	7	M	0
525	521	7	M	0
548	542	7	M	0
544	167	7	M	0
915	148	0	Z	0
923	148	0	Z	0
943	156	7	M	0
915	163	7	M	0
937	162	7	M	0
946	159	7	M	0
938	170	7	M	0
941	179	7	M	0
933	172	7	M	0
116	207	6	A	0
397	136	6	A	0
544	152	7	M	0
378	162	7	M	0
591	163	7	M	2
916	160	7	M	0
501	156	7	M	0
917	168	7	M	0
538	158	7	M	0
940	157	7	M	0
933	140	6	A	0
943	158	7	M	0
932	177	7	M	0
939	142	6	A	0
947	175	7	M	0
936	162	7	M	0
939	162	7	M	0
937	168	7	M	0
931	138	6	A	0
902	145	6	A	0
689	157	7	M	0
645	217	7	M	0
623	547	7	M	0
606	540	7	M	0
615	528	7	M	0
512	176	7	M	0
937	162	7	M	0
942	158	7	M	0
904	153	7	M	0
907	183	7	M	0
918	158	7	M	0
919	161	7	M	0
912	174	7	M	0
911	162	7	M	0
917	178	7	M	0
616	141	6	A	0
627	518	7	M	0
605	528	7	M	0
649	515	7	M	0
622	506	7	M	0
649	217	7	M	0
616	544	7	M	0
506	532	7	M	0
617	519	7	M	0
627	545	7	M	0
933	173	7	M	0
912	149	0	Z	0
934	160	7	M	0
942	158	7	M	0
943	182	7	M	0
946	174	7	M	0
522	532	7	M	0
527	440	7	M	0
612	520	7	M	0
623	517	7	M	0
912	169	7	M	0
938	169	7	M	0
931	149	0	Z	0
934	165	7	M	0
949	151	7	M	0
621	539	7	M	0
548	213	7	M	0
608	535	7	M	0
615	533	7	M	0
628	515	7	M	0
943	162	7	M	0
914	139	6	A	0
915	172	7	M	0
909	159	7	M	0
917	179	7	M	0
903	183	7	M	0
906	179	7	M	0
905	182	7	M	0
926	143	6	A	0
945	180	7	M	0
