x	y	t	id	label	task_id
411	318	0	7	M	0
221	354	200	7	M	3
254	364	400	7	M	3
516	405	600	7	M	0
103	384	800	7	M	0
103	80	1000	4	T	0
56	330	1200	6	A	0
71	448	1400	6	A	0
69	475	1600	6	A	0
71	440	1800	6	A	0
68	391	2000	6	A	0
71	419	2200	6	A	0
62	489	2400	6	A	0
67	341	2600	6	A	0
71	363	2800	6	A	0
59	284	3000	6	A	0
354	677	3200	0	Z	0
412	651	3400	6	A	1
368	664	3600	6	A	1
439	644	3800	6	A	0
433	652	4000	6	A	1
510	645	4200	6	A	0
575	650	4400	6	A	1
378	653	4600	6	A	1
549	466	4800	7	M	0
566	471	5000	7	M	0
322	561	5200	7	M	0
141	530	5400	7	M	0
328	627	5600	6	A	0
354	582	5800	7	M	0
344	645	6000	6	A	0
526	599	6200	7	M	0
336	535	6400	7	M	0
325	569	6600	7	M	0
355	569	6800	7	M	0
254	356	7000	7	M	3
305	370	7200	7	M	0
131	364	7400	7	M	0
294	429	7600	7	M	0
93	381	7800	6	A	0
93	376	8000	6	A	0
145	381	8200	7	M	0
125	39	8400	4	T	0
187	57	8600	4	T	0
95	50	8800	4	T	0
212	53	9000	4	T	0
280	53	9200	4	T	0
355	57	9400	4	T	0
398	57	9600	4	T	0
127	332	9800	7	M	0
92	342	10000	6	A	0
70	340	10200	6	A	0
284	355	10400	7	M	3
320	372	10600	7	M	0
766	170	10800	7	M	0
355	499	11000	7	M	0
293	514	11200	7	M	0
302	445	11400	7	M	0
257	345	11600	7	M	0
195	341	11800	7	M	0
803	124	12000	7	M	0
860	125	12200	7	M	0
836	653	12400	6	A	0
686	695	12600	0	Z	0
788	697	12800	0	Z	0
855	681	13000	0	Z	0
517	672	13200	6	A	0
509	669	13400	6	A	0
384	639	13600	6	A	0
335	652	13800	6	A	1
361	646	14000	6	A	0
432	646	14200	6	A	0
492	656	14400	6	A	1
603	670	14600	6	A	0
558	658	14800	6	A	1
318	488	15000	7	M	0
270	358	15200	7	M	3
304	371	15400	7	M	0
311	470	15600	7	M	0
321	476	15800	7	M	0
