x	y	id	label	task_id
172	44	4	T	0
355	11	4	T	0
29	88	4	T	0
77	50	4	T	0
352	90	4	T	0
675	190	7	M	0
907	172	7	M	0
410	140	6	A	0
935	189	7	M	0
627	167	7	M	0
913	185	7	M	0
924	164	7	M	0
929	162	7	M	0
938	194	7	M	0
949	164	7	M	0
907	153	0	Z	0
913	195	7	M	0
946	171	7	M	0
936	164	7	M	0
916	189	7	M	0
946	191	7	M	0
939	190	7	M	0
921	174	7	M	0
938	161	7	M	0
941	150	6	A	0
540	480	7	M	0
510	435	7	M	0
716	445	7	M	0
542	147	6	A	0
517	209	7	M	0
928	163	7	M	0
930	159	7	M	0
924	191	7	M	0
909	157	7	M	0
912	192	7	M	0
906	195	7	M	0
923	178	7	M	0
923	155	7	M	0
915	154	0	Z	0
924	161	7	M	0
524	449	7	M	0
536	442	7	M	0
503	448	7	M	0
799	474	7	M	0
531	196	7	M	0
514	467	7	M	0
544	457	7	M	0
512	452	7	M	0
626	476	7	M	0
539	476	7	M	0
926	181	7	M	0
937	175	7	M	0
923	176	7	M	0
909	171	7	M	0
946	158	7	M	0
770	484	7	M	0
505	237	7	M	0
513	462	7	M	0
532	458	7	M	0
622	446	7	M	0
938	175	7	M	0
918	157	7	M	0
920	147	6	A	0
940	155	7	M	0
912	163	7	M	0
946	191	7	M	0
907	163	7	M	0
914	158	7	M	0
942	182	7	M	0
912	193	7	M	0
539	485	7	M	0
547	540	7	M	0
638	193	7	M	0
606	182	7	M	0
626	474	7	M	0
948	154	0	Z	0
643	171	7	M	0
913	165	7	M	0
625	164	7	M	0
922	155	7	M	0
629	152	0	Z	0
604	159	7	M	0
513	192	7	M	0
641	151	0	Z	0
617	162	7	M	0
614	178	7	M	0
639	161	7	M	0
601	154	7	M	0
631	182	7	M	0
544	153	7	M	0
947	181	7	M	0
933	171	7	M	0
905	151	6	A	0
929	165	7	M	0
916	151	6	A	0
924	189	7	M	0
946	157	7	M	0
908	169	7	M	0
945	173	7	M	0
910	166	7	M	0
