x	y	id	label	task_id
500	486	7	M	0
316	411	7	M	0
298	129	0	Z	0
820	120	0	Z	0
777	174	7	M	2
708	129	6	A	0
219	582	7	M	0
274	471	7	M	0
202	434	7	M	0
135	68	4	T	1
83	121	0	Z	0
463	173	7	M	0
824	207	7	M	0
417	324	7	M	0
473	345	7	M	0
480	618	7	M	0
129	761	6	A	0
175	820	6	A	0
115	960	0	Z	0
58	694	6	A	0
567	121	5	L	0
277	112	4	T	0
152	86	4	T	0
203	658	7	M	0
214	750	7	M	0
157	826	6	A	0
448	139	6	A	0
221	70	4	T	1
468	102	5	L	0
987	836	0	Z	0
927	898	7	M	0
933	947	0	Z	0
134	803	6	A	0
171	615	6	A	0
313	39	4	T	0
356	6	4	T	0
139	125	0	Z	0
388	7	4	T	0
330	481	7	M	0
147	663	6	A	0
87	757	6	A	0
235	941	7	M	0
86	753	6	A	0
315	7	4	T	0
153	800	6	A	0
850	25	0	Z	0
898	57	0	Z	0
340	6	4	T	0
47	836	6	A	0
38	562	6	A	1
93	535	6	A	0
215	712	7	M	0
73	562	6	A	1
76	611	6	A	0
104	622	6	A	0
482	133	6	A	0
354	92	4	T	0
310	7	4	T	0
126	824	6	A	0
110	896	6	A	0
107	404	6	A	0
74	938	6	A	0
83	629	6	A	0
927	657	7	M	0
622	695	7	M	0
955	757	7	M	0
861	15	0	Z	0
776	38	0	Z	0
911	169	7	M	0
200	841	7	M	0
241	791	7	M	0
273	750	7	M	0
198	853	7	M	0
462	43	5	L	0
381	108	4	T	0
156	125	0	Z	0
83	589	6	A	0
97	691	6	A	0
176	685	6	A	0
305	406	7	M	0
247	43	4	T	0
155	851	6	A	0
232	807	7	M	0
183	30	4	T	0
251	923	7	M	0
176	19	4	T	0
148	747	6	A	0
203	820	7	M	0
233	789	7	M	0
90	700	6	A	0
202	701	7	M	0
254	153	6	A	1
27	76	4	T	0
208	44	4	T	0
313	447	7	M	0
133	433	6	A	0
43	486	6	A	0
292	406	7	M	0
134	831	6	A	0
326	386	7	M	0
251	122	0	Z	0
