x	y	id	label	task_id
500	490	7	M	0
820	890	7	M	0
772	886	7	M	0
828	902	7	M	0
614	228	7	M	0
324	430	6	A	0
178	5	4	T	0
34	10	4	T	0
136	34	4	T	0
319	20	4	T	0
118	30	4	T	0
313	5	4	T	0
339	51	4	T	0
204	44	4	T	0
339	29	4	T	0
382	43	4	T	0
345	15	4	T	0
378	1	0	Z	0
437	5	0	Z	0
418	76	0	Z	0
503	107	6	A	0
432	119	6	A	0
445	84	0	Z	0
402	48	4	T	0
466	20	0	Z	0
427	61	0	Z	0
457	49	0	Z	0
489	63	0	Z	0
458	44	0	Z	0
495	94	6	A	0
420	98	0	Z	0
467	114	6	A	0
444	105	6	A	0
475	113	6	A	0
464	91	0	Z	0
441	114	6	A	0
466	2	0	Z	0
1	21	0	Z	0
859	944	0	Z	0
112	837	6	A	0
6	831	6	A	0
31	25	4	T	0
178	136	6	A	0
884	274	7	M	0
967	400	7	M	0
806	918	7	M	0
833	819	7	M	0
250	482	6	A	0
299	378	6	A	0
668	153	7	M	0
253	47	4	T	0
325	47	4	T	0
375	61	4	T	0
277	710	6	A	0
337	942	6	A	0
278	968	0	Z	0
386	945	0	Z	0
844	969	0	Z	0
564	528	7	M	0
655	112	6	A	0
302	455	6	A	0
162	261	6	A	0
107	84	4	T	0
119	8	4	T	0
131	149	6	A	0
141	29	4	T	0
36	5	4	T	0
102	31	4	T	0
325	63	4	T	0
176	866	6	A	1
210	800	6	A	0
182	569	6	A	0
424	470	6	A	0
723	156	7	M	0
259	190	6	A	0
211	213	6	A	0
230	82	4	T	0
76	195	6	A	0
227	1	0	Z	0
182	44	4	T	0
286	26	4	T	0
349	58	4	T	0
181	71	4	T	2
129	42	4	T	0
254	102	0	Z	0
118	26	4	T	0
722	136	6	A	0
708	7	0	Z	0
352	459	6	A	0
341	262	6	A	0
172	26	4	T	0
44	26	4	T	0
309	48	4	T	0
86	22	4	T	0
245	16	4	T	0
151	62	4	T	1
251	49	4	T	0
215	630	6	A	0
263	891	6	A	0
803	957	0	Z	0
742	902	7	M	0
