x	y	id	label	task_id
167	327	6	A	0
288	35	4	T	0
175	832	6	A	0
82	74	4	T	1
9	740	6	A	0
158	602	6	A	0
107	620	6	A	0
75	322	6	A	0
124	592	6	A	0
146	779	6	A	0
127	520	6	A	0
143	530	6	A	0
146	511	6	A	0
142	495	6	A	0
113	501	6	A	0
125	487	6	A	0
107	610	6	A	0
127	302	6	A	0
146	504	6	A	0
104	534	6	A	0
139	619	6	A	0
101	630	6	A	0
110	610	6	A	0
128	598	6	A	0
148	628	6	A	0
112	603	6	A	0
120	620	6	A	0
108	591	6	A	0
118	590	6	A	0
115	618	6	A	0
131	589	6	A	0
135	614	6	A	0
125	594	6	A	0
139	618	6	A	0
133	612	6	A	0
134	592	6	A	0
110	594	6	A	0
110	594	6	A	0
127	592	6	A	0
148	605	6	A	0
107	616	6	A	0
125	610	6	A	0
103	613	6	A	0
103	588	6	A	0
112	600	6	A	0
101	614	6	A	0
126	614	6	A	0
108	608	6	A	0
143	627	6	A	0
145	606	6	A	0
