x	y	id	label	task_id
25	64	4	T	0
163	49	4	T	1
89	41	4	T	1
289	17	4	T	0
960	730	7	M	0
505	120	6	A	0
774	88	0	Z	0
630	122	6	A	0
916	82	0	Z	0
455	134	6	A	0
634	120	6	A	0
600	131	6	A	0
617	149	7	M	0
639	126	6	A	0
605	148	7	M	0
621	148	7	M	0
630	125	6	A	0
646	123	6	A	0
637	137	6	A	0
620	144	0	Z	0
645	120	6	A	0
602	148	7	M	0
645	148	7	M	0
648	125	6	A	0
628	130	6	A	0
647	139	6	A	0
935	150	7	M	0
495	132	6	A	0
635	132	6	A	0
494	150	7	M	0
494	151	7	M	0
639	138	6	A	0
478	153	7	M	0
636	138	6	A	0
468	138	6	A	0
619	140	6	A	0
669	163	7	M	0
622	128	6	A	0
615	142	6	A	0
614	632	7	M	0
612	124	6	A	0
490	120	6	A	0
612	152	7	M	0
453	138	6	A	0
620	127	6	A	0
624	147	7	M	0
490	128	6	A	0
615	122	6	A	0
462	141	6	A	0
644	133	6	A	0
607	126	6	A	0
478	120	6	A	0
617	144	0	Z	0
453	124	6	A	0
603	129	6	A	0
614	142	6	A	0
496	121	6	A	0
609	132	6	A	0
489	137	6	A	0
612	140	6	A	0
624	159	7	M	0
610	132	6	A	0
630	141	6	A	0
631	120	6	A	0
615	158	7	M	0
649	147	7	M	0
936	123	6	A	0
478	133	6	A	0
608	122	6	A	0
909	120	6	A	0
614	158	7	M	0
606	130	6	A	0
631	129	6	A	0
630	142	6	A	0
613	125	6	A	0
620	147	7	M	0
628	151	7	M	0
614	137	6	A	0
602	147	7	M	0
627	142	6	A	0
15	76	4	T	0
172	72	4	T	1
67	55	4	T	1
281	6	4	T	0
985	740	7	M	0
610	125	6	A	0
492	147	7	M	0
643	126	6	A	0
459	152	7	M	0
623	122	6	A	0
613	159	7	M	0
628	175	7	M	0
680	134	6	A	0
738	151	7	M	0
660	482	7	M	0
459	120	6	A	0
940	124	6	A	0
470	133	6	A	0
918	145	0	Z	0
468	138	6	A	0
