x	y	t	id	label	task_id
313	393	0	7	M	0
305	522	200	7	M	0
100	588	400	6	A	0
141	115	600	7	M	0
545	160	800	4	T	0
789	130	1000	4	T	0
572	215	1200	4	T	0
117	75	1400	7	M	2
178	66	1600	7	M	0
125	5	1800	0	Z	0
262	514	2000	7	M	0
256	480	2200	7	M	0
324	498	2400	7	M	1
530	554	2600	7	M	0
461	536	2800	7	M	0
575	530	3000	7	M	0
343	500	3200	7	M	0
192	304	3400	7	M	0
155	12	3600	0	Z	0
241	439	3800	7	M	2
156	22	4000	7	M	0
247	477	4200	7	M	0
325	501	4400	7	M	0
222	680	4600	6	A	2
232	621	4800	6	A	2
249	613	5000	6	A	0
147	598	5200	6	A	2
61	585	5400	6	A	1
227	671	5600	6	A	2
219	616	5800	6	A	2
229	599	6000	6	A	2
227	616	6200	6	A	2
298	491	6400	7	M	1
315	515	6600	7	M	0
287	503	6800	7	M	0
592	348	7000	4	T	0
798	324	7200	4	T	0
703	464	7400	7	M	0
859	308	7600	4	T	0
483	335	7800	4	T	0
155	387	8000	7	M	0
164	59	8200	7	M	3
143	33	8400	7	M	2
145	566	8600	6	A	0
155	604	8800	6	A	2
206	763	9000	6	A	2
209	727	9200	6	A	2
197	605	9400	6	A	0
253	614	9600	6	A	0
248	899	9800	6	A	0
240	627	10000	6	A	2
248	673	10200	6	A	0
206	609	10400	6	A	2
201	732	10600	6	A	2
206	700	10800	6	A	2
197	727	11000	6	A	0
198	758	11200	6	A	0
205	799	11400	6	A	2
228	819	11600	6	A	0
