x	y	id	label	task_id
32	52	4	T	1
192	72	4	T	1
365	87	5	L	0
90	13	4	T	0
523	13	0	Z	0
58	735	6	A	0
191	740	7	M	0
158	505	7	M	0
91	741	6	A	0
191	771	7	M	0
327	579	7	M	0
643	594	7	M	0
259	586	7	M	0
618	193	7	M	2
635	420	7	M	0
241	577	7	M	0
615	184	7	M	0
642	327	7	M	0
503	186	7	M	0
680	195	7	M	0
115	761	6	A	0
129	484	6	A	0
75	765	6	A	0
114	466	6	A	0
91	764	6	A	0
297	148	0	Z	0
299	173	7	M	0
91	160	6	A	0
294	141	6	A	0
53	176	6	A	0
258	166	7	M	0
262	384	7	M	0
274	150	0	Z	0
278	154	7	M	0
264	152	7	M	0
283	175	7	M	0
54	178	6	A	0
297	151	0	Z	0
86	456	6	A	0
258	160	7	M	0
