x	y	id	label	task_id
14	49	4	T	0
152	46	4	T	1
65	40	4	T	1
251	17	4	T	0
964	718	7	M	0
168	242	6	A	2
171	718	6	A	0
171	386	6	A	0
162	259	6	A	2
151	243	6	A	2
685	286	7	M	0
628	307	7	M	0
628	131	6	A	0
660	170	7	M	0
692	610	7	M	0
655	161	7	M	0
695	155	7	M	0
693	140	6	A	0
684	630	7	M	0
686	165	7	M	0
680	159	7	M	0
681	122	6	A	0
656	150	7	M	0
695	628	7	M	0
642	125	6	A	0
696	122	6	A	0
652	293	7	M	0
690	312	7	M	0
303	317	6	A	0
656	144	0	Z	0
688	317	7	M	0
635	671	7	M	0
653	601	7	M	0
695	131	6	A	0
692	140	6	A	0
653	136	6	A	0
652	153	7	M	0
684	151	7	M	0
672	617	7	M	0
696	156	7	M	0
650	122	6	A	0
658	125	6	A	0
657	138	6	A	0
659	136	6	A	0
656	606	7	M	0
664	147	7	M	0
672	134	6	A	0
695	125	6	A	0
692	137	6	A	0
694	152	7	M	0
900	120	6	A	0
694	151	7	M	0
671	129	6	A	0
693	139	6	A	0
670	151	7	M	0
73	263	6	A	2
87	385	6	A	0
142	254	6	A	2
163	269	6	A	2
100	736	6	A	0
664	141	6	A	0
686	133	6	A	0
670	146	0	Z	0
678	152	7	M	0
650	129	6	A	0
295	140	0	Z	0
290	142	0	Z	0
109	126	0	Z	0
135	138	0	Z	0
544	141	6	A	0
693	141	6	A	0
696	151	7	M	0
652	121	6	A	0
684	156	7	M	0
683	151	7	M	0
661	154	7	M	0
665	151	7	M	0
699	159	7	M	0
650	133	6	A	0
658	134	6	A	0
113	263	6	A	2
139	479	6	A	0
88	246	6	A	2
50	245	6	A	2
78	249	6	A	2
687	125	6	A	0
651	136	6	A	0
670	130	6	A	0
697	152	7	M	0
650	159	7	M	0
53	249	6	A	2
84	257	6	A	2
61	260	6	A	2
60	260	6	A	2
77	268	6	A	2
256	137	0	Z	0
526	159	7	M	0
292	135	0	Z	0
794	133	6	A	1
289	153	6	A	2
