x	y	t	id	label	task_id
415	494	0	7	M	0
370	429	200	4	T	0
319	530	400	7	M	0
160	630	600	6	A	2
184	159	800	7	M	0
145	57	1000	7	M	0
82	70	1200	6	A	0
162	59	1400	7	M	3
159	52	1600	7	M	2
145	597	1800	6	A	2
161	631	2000	6	A	2
302	610	2200	6	A	1
230	630	2400	6	A	2
565	246	2600	4	T	0
703	238	2800	4	T	0
777	174	3000	4	T	0
754	166	3200	4	T	0
833	197	3400	4	T	0
861	165	3600	4	T	0
474	239	3800	4	T	0
846	150	4000	4	T	0
445	231	4200	4	T	0
597	233	4400	4	T	0
813	230	4600	4	T	0
769	241	4800	4	T	0
860	254	5000	4	T	0
592	319	5200	4	T	0
775	305	5400	4	T	0
536	337	5600	4	T	0
206	410	5800	7	M	0
129	76	6000	7	M	3
147	850	6200	6	A	0
197	930	6400	0	Z	0
160	926	6600	0	Z	0
194	508	6800	7	M	0
136	569	7000	6	A	0
92	65	7200	6	A	0
65	584	7400	6	A	1
63	613	7600	6	A	1
49	631	7800	6	A	1
72	629	8000	6	A	3
152	109	8200	7	M	0
149	58	8400	7	M	0
129	603	8600	6	A	2
154	635	8800	6	A	2
583	692	9000	6	A	0
663	680	9200	6	A	0
436	888	9400	6	A	0
505	682	9600	6	A	0
501	556	9800	7	M	0
571	422	10000	4	T	0
446	623	10200	6	A	0
