x	y	id	label	task_id
269	367	6	A	0
374	806	6	A	0
370	61	4	T	0
280	72	4	T	0
199	718	6	A	0
81	453	6	A	0
103	617	6	A	0
63	919	6	A	0
493	150	0	Z	0
488	152	7	M	0
632	229	7	M	0
982	211	0	Z	0
501	203	7	M	0
992	222	0	Z	0
581	215	7	M	0
511	188	7	M	0
258	479	6	A	0
134	156	6	A	0
569	180	7	M	0
118	189	6	A	0
543	168	7	M	0
299	191	6	A	0
540	187	7	M	0
141	156	6	A	0
509	163	7	M	0
516	194	7	M	0
280	170	6	A	2
544	170	7	M	0
258	163	6	A	2
510	178	7	M	0
514	162	7	M	0
133	157	6	A	0
542	195	7	M	0
126	151	6	A	0
257	153	6	A	0
517	166	7	M	0
105	163	6	A	2
522	100	6	A	0
112	174	6	A	2
351	173	6	A	0
521	169	7	M	0
274	581	6	A	0
541	169	7	M	0
278	184	6	A	2
529	180	7	M	0
516	195	7	M	0
283	168	6	A	2
541	165	7	M	0
503	169	7	M	0
267	169	6	A	2
