x	y	t	id	label	task_id
73	424	0	7	M	0
196	451	200	7	M	0
175	375	400	7	M	0
167	333	600	7	M	0
457	490	800	7	M	0
376	896	1000	6	A	1
551	891	1200	6	A	0
381	904	1400	6	A	0
67	843	1600	0	Z	0
306	932	1800	0	Z	0
357	909	2000	6	A	0
54	191	2200	7	M	0
62	138	2400	7	M	0
111	112	2600	0	Z	3
177	107	2800	0	Z	0
70	110	3000	0	Z	3
54	137	3200	7	M	0
118	123	3400	7	M	0
158	105	3600	0	Z	3
181	105	3800	0	Z	0
383	282	4000	7	M	0
356	258	4200	7	M	0
349	264	4400	7	M	1
372	267	4600	7	M	0
49	222	4800	7	M	0
306	228	5000	7	M	0
185	111	5200	0	Z	0
451	307	5400	7	M	2
125	100	5600	0	Z	3
73	104	5800	0	Z	3
152	102	6000	0	Z	3
173	273	6200	7	M	0
349	242	6400	7	M	1
57	233	6600	7	M	0
57	119	6800	7	M	0
104	104	7000	0	Z	3
132	31	7200	4	T	0
306	34	7400	4	T	3
312	928	7600	0	Z	0
366	917	7800	6	A	0
423	894	8000	6	A	1
660	967	8400	0	Z	0
304	187	8600	7	M	1
70	95	8800	0	Z	3
46	146	9000	7	M	0
56	121	9200	7	M	0
116	106	9400	0	Z	3
175	102	9600	0	Z	0
97	93	9800	0	Z	3
336	193	10000	7	M	1
343	259	10200	7	M	1
368	246	10400	7	M	1
344	255	10600	7	M	1
368	253	10800	7	M	1
605	970	11000	0	Z	0
523	969	11200	0	Z	0
