x	y	t	id	label	task_id
246	610	0	7	M	0
141	165	200	7	M	0
143	201	400	7	M	0
168	328	600	7	M	0
317	261	800	7	M	1
72	37	1000	4	T	0
13	105	1200	6	A	3
11	9	1400	4	T	0
80	48	1600	4	T	0
38	49	1800	4	T	0
86	51	2000	4	T	0
137	62	2200	4	T	0
121	798	2400	7	M	0
84	815	2600	7	M	0
54	390	2800	7	M	0
50	21	3000	4	T	0
299	144	4200	7	M	1
79	39	4400	4	T	0
31	117	4600	6	A	0
310	258	4800	7	M	1
312	276	5000	7	M	0
324	264	5200	7	M	1
309	868	5400	6	A	0
312	859	5600	6	A	0
339	871	5800	6	A	0
362	882	6000	6	A	1
339	858	6200	6	A	0
551	520	6400	7	M	0
552	547	6600	7	M	2
92	748	6800	7	M	0
76	830	7000	7	M	0
69	331	7200	7	M	0
66	768	7400	7	M	0
77	807	7600	7	M	0
111	663	7800	7	M	0
111	699	8000	7	M	0
91	564	8200	7	M	0
157	544	8400	7	M	0
411	466	8600	7	M	0
250	920	8800	6	A	0
90	950	9000	0	Z	0
409	939	9200	0	Z	0
438	944	9400	0	Z	0
240	954	9600	0	Z	0
51	959	9800	0	Z	0
121	958	10000	0	Z	0
51	937	10200	0	Z	0
307	201	13200	7	M	1
308	257	13400	7	M	1
322	258	13600	7	M	1
341	264	13800	7	M	1
310	261	14000	7	M	1
