x	y	id	label	task_id
187	7	4	T	0
196	57	4	T	1
310	70	4	T	0
541	47	5	L	0
66	48	4	T	0
674	193	7	M	0
496	172	7	M	0
630	165	0	Z	0
488	148	6	A	0
649	169	7	M	0
615	176	7	M	0
489	177	7	M	0
609	148	6	A	0
463	171	7	M	0
648	148	6	A	0
631	189	7	M	0
475	193	7	M	0
609	176	7	M	0
499	193	7	M	0
604	173	7	M	0
640	172	7	M	0
628	155	6	A	0
642	194	7	M	0
621	165	0	Z	0
645	195	7	M	0
642	189	7	M	0
621	191	7	M	0
602	172	7	M	0
613	156	6	A	0
629	182	7	M	0
615	162	0	Z	0
634	189	7	M	0
607	183	7	M	0
647	178	7	M	0
615	175	7	M	0
604	195	7	M	0
496	158	6	A	0
614	177	7	M	0
470	175	7	M	0
611	185	7	M	0
635	160	6	A	0
631	190	7	M	0
641	179	7	M	0
641	193	7	M	0
607	194	7	M	0
610	164	0	Z	0
600	183	7	M	0
634	187	7	M	0
641	179	7	M	0
604	166	0	Z	0
494	170	7	M	0
642	154	6	A	0
497	184	7	M	0
611	166	7	M	0
495	161	6	A	0
644	181	7	M	0
470	163	0	Z	0
605	147	6	A	0
465	162	0	Z	0
624	177	7	M	0
460	147	6	A	0
630	174	7	M	0
476	195	7	M	0
645	176	7	M	0
481	158	6	A	0
621	191	7	M	0
622	176	7	M	0
609	187	7	M	0
625	149	6	A	0
630	153	6	A	0
489	177	7	M	0
603	158	6	A	0
648	169	7	M	0
615	179	7	M	0
642	178	7	M	0
166	20	4	T	0
196	63	4	T	1
310	55	4	T	0
504	47	5	L	0
89	22	4	T	0
465	176	7	M	0
613	181	7	M	0
641	170	7	M	0
636	178	7	M	0
644	179	7	M	0
947	208	7	M	0
979	185	0	Z	0
584	218	7	M	0
669	161	0	Z	0
564	214	7	M	0
451	170	7	M	0
482	166	0	Z	0
457	147	6	A	0
483	167	7	M	0
478	188	7	M	0
474	191	7	M	0
485	172	7	M	0
496	152	6	A	0
497	153	6	A	0
454	175	7	M	0
