x	y	id	label	task_id
30	62	4	T	1
160	66	4	T	1
352	75	0	Z	0
99	21	4	T	3
537	5	0	Z	0
74	737	6	A	1
196	745	7	M	0
108	478	6	A	0
94	742	6	A	0
168	761	7	M	0
323	579	7	M	0
632	405	7	M	0
674	589	7	M	0
632	728	7	M	0
645	695	7	M	0
122	481	6	A	0
133	774	6	A	0
112	471	6	A	0
127	464	6	A	0
141	502	6	A	0
129	484	6	A	0
132	478	6	A	0
136	478	6	A	0
119	470	6	A	0
138	489	6	A	0
126	465	6	A	0
149	460	6	A	0
105	476	6	A	0
116	503	6	A	0
142	471	6	A	0
613	565	7	M	0
613	319	7	M	0
382	149	0	Z	0
603	172	7	M	2
658	168	7	M	2
812	166	7	M	0
647	506	7	M	0
617	162	7	M	2
363	508	7	M	0
619	213	7	M	2
601	757	7	M	0
606	752	7	M	0
621	758	7	M	0
642	738	7	M	0
634	768	7	M	0
643	769	7	M	0
615	777	7	M	0
602	767	7	M	0
637	760	7	M	0
647	780	7	M	0
92	182	6	A	0
294	152	7	M	0
277	161	7	M	0
268	167	7	M	0
252	143	6	A	0
600	765	7	M	0
86	756	6	A	1
89	746	6	A	1
97	776	6	A	0
77	741	6	A	1
600	737	7	M	0
91	771	6	A	0
146	757	6	A	0
121	767	6	A	0
126	776	6	A	0
269	153	7	M	0
260	149	0	Z	0
282	177	7	M	0
278	145	6	A	0
258	153	7	M	0
43	73	4	T	1
192	83	4	T	0
380	90	5	L	0
84	8	4	T	0
522	25	0	Z	0
84	768	6	A	0
111	746	6	A	0
139	778	6	A	0
110	741	6	A	0
139	762	6	A	0
605	694	7	M	0
629	729	7	M	0
640	713	7	M	0
583	717	7	M	0
686	729	7	M	0
94	753	6	A	0
192	749	7	M	0
55	764	6	A	0
165	742	7	M	0
85	779	6	A	0
53	775	6	A	0
150	742	6	A	0
99	763	6	A	0
190	778	7	M	0
93	740	6	A	0
97	780	6	A	0
161	772	7	M	0
62	760	6	A	0
183	743	7	M	0
61	770	6	A	0
