x	y	id	label	task_id
500	399	7	M	0
182	41	4	T	1
32	18	4	T	0
332	34	4	T	1
287	445	6	A	0
223	698	6	A	0
247	794	0	Z	0
392	151	7	M	0
325	71	4	T	0
708	104	6	A	0
666	109	6	A	0
287	2	0	Z	0
432	175	7	M	0
328	25	4	T	1
259	84	4	T	0
239	686	6	A	0
219	669	6	A	0
269	80	4	T	0
207	5	0	Z	0
311	3	0	Z	0
205	38	4	T	1
299	12	4	T	0
237	82	4	T	0
141	24	4	T	1
297	151	6	A	3
651	99	6	A	0
293	123	0	Z	0
738	125	6	A	0
228	82	4	T	0
115	32	4	T	1
8	33	4	T	0
30	139	0	Z	0
165	413	6	A	0
153	569	6	A	0
152	714	6	A	0
110	791	0	Z	0
291	775	6	A	0
372	739	7	M	0
280	777	6	A	0
85	792	0	Z	0
291	788	6	A	0
69	769	6	A	0
189	786	6	A	0
65	784	6	A	0
205	791	0	Z	0
78	790	0	Z	0
20	789	0	Z	0
80	759	6	A	0
11	793	0	Z	0
25	789	0	Z	0
1	791	0	Z	0
24	701	6	A	0
250	732	6	A	0
222	575	6	A	0
159	565	6	A	0
405	220	7	M	0
183	261	6	A	2
161	358	6	A	0
185	313	6	A	0
148	552	6	A	0
293	710	6	A	0
278	278	6	A	0
196	297	6	A	0
186	371	6	A	0
90	49	4	T	1
653	123	6	A	0
523	88	0	Z	0
231	384	6	A	0
274	776	6	A	0
332	782	6	A	0
322	682	6	A	0
248	275	6	A	1
87	18	4	T	0
212	17	4	T	0
331	44	4	T	1
198	2	0	Z	0
310	33	4	T	1
273	588	6	A	0
465	568	7	M	0
131	604	6	A	0
519	603	7	M	0
85	608	6	A	0
161	629	6	A	0
309	609	6	A	0
387	567	7	M	0
185	1	0	Z	0
568	121	6	A	0
821	162	7	M	2
838	117	6	A	0
83	17	4	T	0
211	8	4	T	0
32	9	4	T	0
212	13	4	T	0
51	12	4	T	0
200	469	6	A	0
178	49	4	T	1
17	16	4	T	0
181	50	4	T	1
88	73	4	T	1
189	58	4	T	1
77	67	4	T	1
