x	y	id	label	task_id
47	58	4	T	1
170	41	4	T	1
78	49	4	T	1
293	35	4	T	1
999	727	0	Z	0
614	143	0	Z	0
657	462	7	M	0
621	495	7	M	0
615	497	7	M	0
637	347	7	M	0
181	242	6	A	2
180	742	6	A	0
167	264	6	A	2
161	742	6	A	0
178	251	6	A	2
785	168	7	M	0
809	139	6	A	0
828	159	7	M	2
772	145	0	Z	0
501	144	0	Z	0
179	366	6	A	0
188	269	6	A	2
193	725	6	A	0
182	242	6	A	2
174	727	6	A	0
755	141	6	A	0
537	147	7	M	0
325	122	0	Z	0
531	123	6	A	0
341	141	0	Z	0
561	135	6	A	0
280	139	0	Z	0
283	134	0	Z	0
348	144	0	Z	0
264	125	0	Z	0
66	243	6	A	2
154	732	6	A	0
52	393	6	A	0
146	725	6	A	0
157	121	0	Z	0
517	149	7	M	0
707	134	6	A	0
514	140	6	A	0
533	133	6	A	0
323	122	0	Z	0
518	124	6	A	0
676	159	7	M	0
642	142	6	A	0
777	128	6	A	0
503	136	6	A	0
137	515	6	A	0
83	267	6	A	2
101	266	6	A	2
194	674	6	A	0
85	273	6	A	1
352	170	7	M	0
534	142	6	A	0
501	190	7	M	0
927	168	7	M	2
505	162	7	M	0
122	268	6	A	2
178	262	6	A	2
132	244	6	A	2
168	251	6	A	2
114	241	6	A	2
62	253	6	A	2
126	279	6	A	1
187	262	6	A	2
145	245	6	A	2
191	251	6	A	2
508	178	7	M	0
622	147	7	M	0
946	155	7	M	2
529	767	7	M	0
600	159	7	M	0
151	262	6	A	2
73	246	6	A	2
164	260	6	A	2
92	264	6	A	2
168	276	6	A	1
642	182	7	M	0
630	156	7	M	0
614	126	6	A	0
644	120	6	A	0
612	133	6	A	0
609	158	7	M	0
609	150	7	M	0
610	136	6	A	0
642	122	6	A	0
634	121	6	A	0
76	246	6	A	2
68	257	6	A	2
87	244	6	A	2
91	257	6	A	2
57	268	6	A	2
653	125	6	A	0
614	141	6	A	0
612	146	0	Z	0
514	129	6	A	0
615	128	6	A	0
