x	y	id	label	task_id
164	41	4	T	0
357	6	4	T	0
15	75	4	T	0
85	89	4	T	0
370	88	4	T	0
904	176	7	M	0
525	147	6	A	0
755	195	7	M	0
569	179	7	M	0
927	147	6	A	0
924	155	7	M	0
932	179	7	M	0
949	161	7	M	0
932	163	7	M	0
917	148	6	A	0
928	192	7	M	0
468	189	7	M	0
919	176	7	M	0
909	188	7	M	0
901	173	7	M	0
908	164	7	M	0
901	171	7	M	0
926	158	7	M	0
944	166	7	M	0
935	175	7	M	0
936	175	7	M	0
916	163	7	M	0
912	149	6	A	0
930	159	7	M	0
916	184	7	M	0
941	185	7	M	0
588	184	7	M	0
936	153	0	Z	0
573	178	7	M	0
930	192	7	M	0
930	182	7	M	0
939	195	7	M	0
909	193	7	M	0
932	188	7	M	0
945	191	7	M	0
909	187	7	M	0
934	174	7	M	0
913	192	7	M	0
919	177	7	M	0
938	167	7	M	0
906	189	7	M	0
927	164	7	M	0
912	186	7	M	0
909	180	7	M	0
949	150	6	A	0
941	190	7	M	0
604	186	7	M	0
931	184	7	M	0
628	179	7	M	0
949	187	7	M	0
944	181	7	M	0
616	189	7	M	0
946	178	7	M	0
644	168	7	M	0
948	164	7	M	0
910	158	7	M	0
609	154	7	M	0
945	194	7	M	0
646	150	0	Z	0
903	182	7	M	0
934	161	7	M	0
933	185	7	M	0
938	155	7	M	0
938	195	7	M	0
922	186	7	M	0
940	169	7	M	0
621	186	7	M	0
913	169	7	M	0
638	185	7	M	0
911	154	0	Z	0
516	478	7	M	0
501	193	7	M	0
978	237	0	Z	0
545	151	0	Z	0
218	171	6	A	2
633	190	7	M	0
652	242	7	M	0
509	177	7	M	0
517	147	6	A	0
639	441	7	M	0
192	28	4	T	0
363	17	4	T	0
23	65	4	T	0
82	75	4	T	1
375	85	4	T	0
199	28	4	T	0
369	23	4	T	0
7	67	4	T	0
89	96	4	T	0
361	82	4	T	0
900	188	7	M	0
941	155	7	M	0
948	190	7	M	0
911	153	0	Z	0
934	175	7	M	0
