x	y	id	label	task_id
192	13	4	T	0
372	48	4	T	0
17	55	4	T	0
97	76	4	T	1
382	70	4	T	0
158	607	6	A	0
198	887	6	A	0
24	477	6	A	0
183	808	6	A	0
10	479	6	A	0
342	160	6	A	0
319	488	6	A	0
371	559	6	A	0
638	203	7	M	0
522	559	7	M	0
521	172	7	M	0
594	149	0	Z	0
257	188	6	A	0
553	174	7	M	0
541	151	0	Z	0
501	160	7	M	0
533	150	0	Z	0
502	180	7	M	0
511	154	7	M	0
556	183	7	M	0
485	676	7	M	0
627	167	7	M	0
917	176	7	M	0
36	748	6	A	0
50	749	6	A	0
544	554	7	M	0
504	453	7	M	0
525	488	7	M	0
505	539	7	M	0
514	442	7	M	0
80	747	6	A	0
67	913	6	A	0
3	748	0	Z	0
51	758	6	A	0
64	763	6	A	0
533	180	7	M	0
523	192	7	M	0
545	183	7	M	0
543	151	0	Z	0
531	180	7	M	0
549	472	7	M	0
513	393	7	M	0
515	557	7	M	0
542	215	7	M	0
535	485	7	M	0
532	188	7	M	0
508	163	7	M	0
539	191	7	M	0
533	187	7	M	0
516	190	7	M	0
517	159	7	M	0
585	156	7	M	0
352	192	6	A	0
521	184	7	M	0
548	148	0	Z	0
549	185	7	M	0
513	543	7	M	0
503	231	7	M	0
516	550	7	M	0
542	574	7	M	0
