x	y	id	label	task_id
165	14	4	T	0
369	10	4	T	0
4	72	4	T	0
61	51	4	T	0
395	62	4	T	0
935	168	7	M	0
418	129	6	A	0
545	159	7	M	0
932	185	7	M	0
589	167	7	M	0
932	147	6	A	0
929	169	7	M	0
910	162	7	M	0
926	161	7	M	0
936	160	7	M	0
911	180	7	M	0
584	167	7	M	0
903	179	7	M	0
597	178	7	M	0
904	190	7	M	0
946	155	7	M	0
585	178	7	M	0
911	154	0	Z	0
553	178	7	M	0
935	149	6	A	0
605	171	7	M	0
930	191	7	M	0
919	160	7	M	0
917	148	6	A	0
940	193	7	M	0
578	464	7	M	0
559	202	7	M	0
578	873	7	M	0
591	929	7	M	0
443	471	7	M	0
51	415	6	A	0
174	176	6	A	2
62	234	6	A	0
66	180	6	A	2
357	188	6	A	0
679	187	7	M	0
552	565	7	M	0
509	894	7	M	0
715	563	7	M	0
991	564	0	Z	0
919	158	7	M	0
918	168	7	M	0
920	179	7	M	0
937	163	7	M	0
932	161	7	M	0
433	179	7	M	0
617	147	6	A	0
638	259	7	M	0
641	626	7	M	0
649	623	7	M	0
98	165	6	A	2
399	188	6	A	0
96	188	6	A	0
394	157	6	A	0
85	151	6	A	0
508	165	7	M	0
604	635	7	M	0
634	644	7	M	0
706	161	7	M	0
607	636	7	M	0
293	126	6	A	0
383	149	6	A	0
563	192	7	M	0
283	165	6	A	2
359	186	6	A	0
906	161	7	M	0
930	191	7	M	0
920	176	7	M	0
904	160	7	M	0
937	176	7	M	0
515	181	7	M	0
904	601	7	M	0
723	684	7	M	0
506	612	7	M	0
412	179	6	A	0
943	192	7	M	0
919	187	7	M	0
922	163	7	M	0
927	169	7	M	0
930	162	7	M	0
276	156	6	A	0
579	180	7	M	0
286	174	6	A	2
52	152	6	A	0
390	148	6	A	0
905	156	7	M	0
905	193	7	M	0
933	168	7	M	0
900	179	7	M	0
907	194	7	M	0
