x	y	id	label	task_id
20	79	4	T	0
164	79	4	T	0
399	81	5	L	0
89	28	4	T	1
500	42	5	L	0
667	129	6	A	0
576	169	7	M	2
935	163	7	M	0
508	138	6	A	0
924	171	7	M	0
917	150	7	M	0
477	168	7	M	0
947	162	7	M	0
927	140	6	A	0
918	159	7	M	0
948	165	7	M	0
480	160	7	M	0
923	160	7	M	0
464	141	6	A	0
921	172	7	M	0
907	139	6	A	0
450	181	7	M	0
913	170	7	M	0
493	161	7	M	0
908	172	7	M	0
903	175	7	M	0
921	175	7	M	0
946	139	6	A	0
939	164	7	M	0
903	151	7	M	0
908	169	7	M	0
935	167	7	M	0
906	158	7	M	0
910	163	7	M	0
947	167	7	M	0
930	161	7	M	0
931	176	7	M	0
902	144	6	A	0
936	156	7	M	0
934	140	6	A	0
912	142	6	A	0
910	162	7	M	0
947	163	7	M	0
903	155	7	M	0
940	167	7	M	0
933	580	7	M	0
669	158	7	M	2
711	149	0	Z	0
715	141	6	A	0
500	429	7	M	0
900	170	7	M	0
929	174	7	M	0
906	182	7	M	0
914	176	7	M	0
922	164	7	M	0
907	163	7	M	0
912	166	7	M	0
937	151	7	M	0
924	139	6	A	0
931	180	7	M	0
918	162	7	M	0
924	169	7	M	0
901	163	7	M	0
902	144	6	A	0
923	148	0	Z	0
0	68	0	Z	0
155	81	4	T	0
355	70	0	Z	0
59	7	4	T	0
515	9	0	Z	0
657	223	7	M	0
620	184	7	M	0
675	160	7	M	0
677	398	7	M	0
487	441	7	M	0
603	588	7	M	0
508	643	7	M	0
547	639	7	M	0
536	698	7	M	0
573	563	7	M	0
966	185	7	M	0
639	150	0	Z	0
238	578	7	M	0
504	725	7	M	0
211	714	7	M	0
630	221	7	M	0
667	208	7	M	0
640	614	7	M	0
618	394	7	M	0
621	207	7	M	2
646	564	7	M	0
630	214	7	M	2
491	620	7	M	0
608	732	7	M	0
691	596	7	M	0
611	554	7	M	0
618	714	7	M	0
644	556	7	M	0
627	696	7	M	0
636	583	7	M	0
