x	y	id	label	task_id
500	486	7	M	0
229	563	7	M	0
388	27	4	T	0
380	98	4	T	0
158	774	6	A	0
983	709	0	Z	0
887	801	7	M	0
819	803	7	M	0
582	140	6	A	0
580	97	5	L	0
838	178	7	M	0
115	594	6	A	0
102	276	6	A	2
186	146	6	A	0
532	150	6	A	0
841	69	0	Z	0
815	27	0	Z	0
870	17	0	Z	0
301	83	4	T	0
137	777	6	A	0
100	827	6	A	0
209	638	7	M	0
275	585	7	M	0
551	120	5	L	0
850	190	7	M	0
875	5	0	Z	0
72	250	6	A	2
131	240	6	A	2
100	205	6	A	2
990	292	0	Z	0
929	206	7	M	0
838	183	7	M	0
634	255	7	M	0
189	808	6	A	0
131	834	6	A	0
83	325	6	A	0
322	39	4	T	0
69	73	4	T	1
519	297	7	M	0
103	614	6	A	0
54	681	6	A	0
105	838	6	A	0
126	945	0	Z	0
162	628	6	A	0
130	140	6	A	0
850	96	0	Z	0
122	157	6	A	0
352	112	4	T	0
104	130	0	Z	0
329	88	4	T	0
442	105	4	T	0
336	73	4	T	0
283	64	4	T	0
367	62	4	T	0
430	50	4	T	0
312	70	4	T	0
420	68	4	T	0
459	169	7	M	0
843	135	6	A	0
351	21	4	T	0
154	6	4	T	0
46	41	4	T	0
210	121	0	Z	0
416	149	6	A	0
641	125	0	Z	0
183	82	4	T	0
363	68	4	T	0
633	125	0	Z	0
796	300	7	M	0
942	604	7	M	0
997	800	0	Z	0
877	872	7	M	0
849	164	0	Z	0
860	30	0	Z	0
690	158	6	A	0
318	368	7	M	0
299	356	7	M	0
106	917	6	A	0
166	884	6	A	0
315	429	7	M	0
849	16	0	Z	0
895	135	0	Z	0
475	124	0	Z	0
399	188	7	M	0
280	121	0	Z	0
390	211	7	M	0
811	337	7	M	0
895	774	7	M	0
882	871	7	M	0
268	506	7	M	0
109	470	6	A	0
501	207	7	M	2
712	168	7	M	0
840	124	0	Z	0
960	125	0	Z	0
125	24	4	T	0
171	900	6	A	0
160	78	4	T	1
293	135	6	A	1
160	38	4	T	0
50	93	4	T	0
