x	y	id	label	task_id
500	490	7	M	0
359	433	6	A	0
252	70	4	T	0
92	22	4	T	0
8	3	4	T	0
270	65	4	T	0
308	21	4	T	0
58	10	4	T	0
743	959	0	Z	0
798	968	0	Z	0
739	959	0	Z	0
819	884	7	M	0
777	895	7	M	0
800	948	0	Z	0
841	847	7	M	0
742	914	7	M	0
909	205	7	M	0
155	76	4	T	1
196	1	0	Z	0
171	71	4	T	2
301	14	4	T	0
177	7	4	T	0
396	519	6	A	0
785	958	0	Z	0
301	700	6	A	0
186	247	6	A	0
188	0	0	Z	0
312	52	4	T	0
244	186	6	A	0
323	165	6	A	2
183	742	6	A	0
232	759	6	A	0
245	553	6	A	0
274	798	6	A	0
386	195	6	A	0
144	177	6	A	2
111	65	4	T	1
41	53	4	T	0
355	163	6	A	0
536	133	6	A	0
103	40	4	T	0
185	930	6	A	0
146	846	6	A	0
313	885	6	A	0
200	313	6	A	0
63	89	4	T	0
334	56	4	T	0
343	89	4	T	0
261	890	6	A	0
329	973	0	Z	0
821	903	7	M	0
936	971	0	Z	0
896	876	7	M	0
360	410	6	A	0
139	126	6	A	0
35	77	4	T	1
289	15	4	T	0
195	1	0	Z	0
23	45	4	T	0
307	14	4	T	0
212	43	4	T	0
37	14	4	T	0
234	3	4	T	0
321	19	4	T	0
643	125	6	A	0
549	126	6	A	1
846	137	6	A	0
543	733	7	M	0
816	959	0	Z	0
786	973	0	Z	0
189	969	0	Z	0
815	960	0	Z	0
509	576	7	M	0
151	547	6	A	0
90	547	6	A	0
206	282	6	A	0
252	191	6	A	0
113	3	4	T	0
333	7	4	T	0
655	133	6	A	0
121	228	6	A	0
291	211	6	A	0
298	139	6	A	0
321	57	4	T	0
235	423	6	A	0
187	775	6	A	0
143	846	6	A	0
269	927	6	A	0
327	936	6	A	0
208	816	6	A	0
306	465	6	A	0
310	95	4	T	0
293	162	6	A	2
826	955	0	Z	0
915	875	7	M	0
207	507	6	A	0
346	461	6	A	0
230	528	6	A	0
250	792	6	A	0
261	978	0	Z	0
846	958	0	Z	0
