x	y	t	id	label	task_id
252	269	0	7	M	0
270	223	200	7	M	0
110	293	400	7	M	0
300	242	600	7	M	1
36	193	800	6	A	0
39	174	1200	6	A	0
44	462	1400	7	M	0
339	379	1600	7	M	0
193	840	1800	0	Z	0
378	875	2000	6	A	0
396	440	2200	7	M	2
424	438	2400	7	M	2
345	254	2600	7	M	1
84	62	2800	4	T	0
93	46	3000	4	T	0
160	877	3200	6	A	0
373	908	3400	6	A	0
359	900	3600	6	A	1
420	897	3800	6	A	1
551	552	4000	7	M	2
577	539	4200	7	M	2
576	556	4400	7	M	2
564	578	4600	7	M	0
578	576	4800	7	M	2
583	549	5000	7	M	2
423	438	5200	7	M	2
418	464	5400	7	M	0
587	557	5600	7	M	2
575	530	5800	7	M	2
572	563	6000	7	M	2
603	570	6200	7	M	2
430	429	6400	7	M	2
406	432	6600	7	M	2
405	416	6800	7	M	0
427	448	7000	7	M	2
411	476	7200	7	M	0
295	198	7400	7	M	1
344	304	7600	7	M	0
150	66	7800	0	Z	0
94	50	8000	4	T	0
68	37	8200	4	T	0
77	127	8400	7	M	0
130	125	8600	7	M	0
374	296	8800	7	M	2
591	483	9000	7	M	2
597	539	9200	7	M	2
413	473	9400	7	M	0
418	453	9600	7	M	2
171	549	9800	7	M	0
171	577	10000	7	M	0
179	146	10200	7	M	0
149	94	10400	0	Z	3
92	39	10600	4	T	0
72	80	10800	0	Z	0
80	111	11000	0	Z	3
147	106	11200	0	Z	3
359	270	11400	7	M	0
440	413	11600	7	M	2
434	444	11800	7	M	2
568	536	12000	7	M	2
566	539	12200	7	M	0
440	549	12400	7	M	0
406	438	12600	7	M	2
543	554	12800	7	M	2
551	582	13000	7	M	0
412	447	13200	7	M	2
388	439	13400	7	M	0
