x	y	t	id	label	task_id
671	606	0	7	M	0
571	511	200	7	M	2
122	75	400	0	Z	0
70	76	600	0	Z	0
125	103	800	0	Z	3
55	151	1000	7	M	0
70	98	1200	0	Z	3
29	36	1400	4	T	0
98	79	1600	0	Z	0
126	112	1800	0	Z	3
197	85	2000	0	Z	0
44	141	2200	7	M	0
38	162	2400	6	A	0
97	303	2600	7	M	0
110	355	2800	7	M	0
126	946	3000	0	Z	0
328	919	3200	6	A	0
318	913	3400	6	A	0
345	910	3600	6	A	0
331	903	3800	6	A	0
347	920	4000	6	A	0
400	907	4200	6	A	0
26	391	4400	6	A	0
22	140	4600	6	A	0
66	148	4800	7	M	0
83	152	5000	7	M	0
134	153	5200	7	M	0
123	288	5400	7	M	0
241	819	5600	7	M	0
360	919	5800	6	A	0
355	871	6000	6	A	0
493	457	6200	7	M	0
556	574	6400	7	M	0
567	601	6600	7	M	0
522	586	6800	7	M	0
567	611	7000	7	M	0
383	880	7200	6	A	2
319	906	7400	6	A	0
379	900	7600	6	A	1
62	884	7800	6	A	0
561	488	8000	7	M	2
577	589	8200	7	M	0
560	610	8400	7	M	0
518	514	8600	7	M	2
428	482	8800	7	M	0
407	481	9000	7	M	0
480	464	9200	7	M	0
410	490	9400	7	M	0
417	468	9600	7	M	0
323	283	9800	7	M	0
565	564	10000	7	M	2
572	588	10200	7	M	0
412	483	10400	7	M	0
289	299	10600	7	M	0
315	313	10800	7	M	0
409	491	11000	7	M	0
568	572	11200	7	M	2
420	483	11400	7	M	0
304	308	11600	7	M	0
336	311	11800	7	M	0
94	171	12000	7	M	0
