x	y	id	label	task_id
151	42	4	T	0
198	85	4	T	0
329	87	4	T	0
522	35	0	Z	0
62	45	4	T	0
87	318	6	A	0
199	128	0	Z	0
60	342	6	A	0
152	119	0	Z	0
81	329	6	A	0
190	307	6	A	0
162	110	4	T	0
66	635	6	A	0
98	815	6	A	0
167	324	6	A	0
156	597	6	A	0
63	329	6	A	0
142	503	6	A	0
101	828	6	A	0
153	792	6	A	0
115	598	6	A	0
84	314	6	A	0
134	492	6	A	0
418	322	7	M	0
187	318	6	A	0
84	310	6	A	0
176	310	6	A	0
130	490	6	A	0
56	307	6	A	0
171	295	6	A	0
347	181	7	M	0
641	162	0	Z	0
650	229	7	M	0
630	147	6	A	0
678	238	7	M	0
926	242	7	M	0
777	150	6	A	0
645	179	7	M	0
339	188	7	M	0
636	174	7	M	0
76	303	6	A	0
50	631	6	A	0
83	308	6	A	0
50	624	6	A	0
51	319	6	A	0
520	157	6	A	0
634	148	6	A	0
987	182	0	Z	0
635	183	7	M	0
678	159	6	A	0
508	153	6	A	0
670	195	7	M	0
526	240	7	M	0
312	195	7	M	0
532	178	7	M	0
80	624	6	A	0
59	310	6	A	0
75	620	6	A	0
97	296	6	A	0
94	601	6	A	0
69	609	6	A	0
94	336	6	A	0
54	596	6	A	0
97	299	6	A	0
56	633	6	A	0
68	341	6	A	0
97	599	6	A	0
80	334	6	A	0
54	598	6	A	0
79	294	6	A	0
297	164	0	Z	0
275	176	7	M	0
75	160	6	A	0
281	16	4	T	0
767	164	0	Z	0
83	341	6	A	0
94	616	6	A	0
53	306	6	A	0
50	636	6	A	0
66	310	6	A	0
97	593	6	A	0
65	312	6	A	0
99	614	6	A	0
71	320	6	A	0
93	614	6	A	0
63	615	6	A	0
50	316	6	A	0
83	623	6	A	0
62	317	6	A	0
96	620	6	A	0
72	612	6	A	0
50	452	6	A	0
89	607	6	A	0
87	314	6	A	0
53	588	6	A	0
58	615	6	A	0
65	327	6	A	0
87	636	6	A	0
65	295	6	A	0
99	599	6	A	0
